 ,Area,X,Y,XM,YM,Perim.,Major,Minor,Angle,Circ.,Feret,Slice,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,time,AR
28,161.327,18.073,4.957,18.073,4.957,50.669,19.446,10.563,179.227,0.79,18.49,28,8.889,4.676,176.342,9.647,1.841,0.543,0.996,0.45045045,1.841
29,158.374,18.138,4.918,18.138,4.918,50.476,19.071,10.573,179.728,0.781,18.087,29,9.1,4.761,177.731,9.647,1.804,0.554,0.996,0.4671338,1.804
30,155.293,18.258,4.862,18.258,4.862,49.428,18.653,10.6,0.547,0.799,17.61,30,9.479,5.435,3.978,9.647,1.76,0.568,0.996,0.48381715,1.76
31,153.458,18.351,4.84,18.351,4.839,49.389,18.45,10.59,0.359,0.791,17.462,31,9.647,4.929,2.766,9.647,1.742,0.574,0.996,0.500500501,1.742
32,153.082,18.354,4.876,18.354,4.876,49.093,18.433,10.574,179.524,0.798,17.502,32,9.647,4.424,177.379,9.647,1.743,0.574,0.996,0.517183851,1.743
33,154.21,18.3,4.921,18.3,4.921,49.781,18.534,10.594,179.39,0.782,17.526,33,9.563,4.634,176.003,9.647,1.75,0.572,0.996,0.533867201,1.75
34,155.696,18.25,4.93,18.25,4.93,49.935,18.762,10.566,179.42,0.785,17.791,34,9.395,4.592,175.518,9.647,1.776,0.563,0.996,0.550550551,1.776
35,158.486,18.244,4.927,18.244,4.927,49.999,19.104,10.563,179.895,0.797,18.059,35,9.184,4.845,176.791,9.647,1.809,0.553,0.995,0.567233901,1.809
36,160.979,18.298,4.908,18.298,4.908,51.041,19.37,10.582,0.06,0.777,18.349,36,9.142,5.645,2.895,9.647,1.831,0.546,0.996,0.583917251,1.831
37,163.409,18.407,4.888,18.407,4.888,51.195,19.663,10.581,0.138,0.783,18.613,37,9.142,5.729,3.504,9.647,1.858,0.538,0.996,0.600600601,1.858
38,164.426,18.459,4.854,18.459,4.854,51.442,19.77,10.589,179.907,0.781,18.698,38,9.142,5.35,3.488,9.647,1.867,0.536,0.996,0.617283951,1.867
39,163.809,18.439,4.855,18.439,4.855,51.353,19.768,10.551,179.593,0.781,18.737,39,9.1,4.171,176.649,9.647,1.874,0.534,0.994,0.633967301,1.874
40,163.173,18.381,4.883,18.381,4.883,51.089,19.596,10.602,179.701,0.786,18.496,40,9.142,4.339,176.082,9.647,1.848,0.541,0.996,0.650650651,1.848
41,161.121,18.316,4.94,18.316,4.94,50.778,19.427,10.56,0.023,0.785,18.431,41,9.142,5.856,2.751,9.647,1.84,0.544,0.995,0.667334001,1.84
42,158.882,18.261,4.945,18.261,4.945,50.447,19.149,10.564,179.895,0.785,18.181,42,9.184,4.761,177.078,9.647,1.813,0.552,0.996,0.684017351,1.813
43,156.436,18.278,4.911,18.278,4.911,49.812,18.834,10.575,179.705,0.792,17.844,43,9.353,4.803,177.023,9.647,1.781,0.561,0.996,0.700700701,1.781
44,154.622,18.355,4.858,18.355,4.858,49.325,18.603,10.583,179.717,0.799,17.599,44,9.563,4.339,176.569,9.647,1.758,0.569,0.996,0.717384051,1.758
45,154.319,18.37,4.854,18.37,4.854,49.017,18.569,10.581,179.619,0.807,17.581,45,9.605,4.044,175.464,9.647,1.755,0.57,0.996,0.734067401,1.755
46,154.706,18.351,4.896,18.351,4.896,49.449,18.621,10.578,179.419,0.795,17.646,46,9.563,4.466,176.304,9.647,1.76,0.568,0.996,0.750750751,1.76
47,156.193,18.281,4.93,18.281,4.93,49.389,18.803,10.576,179.699,0.805,17.82,47,9.395,4.592,176.069,9.647,1.778,0.562,0.996,0.767434101,1.778
48,157.645,18.186,4.928,18.186,4.928,50.342,18.99,10.57,179.959,0.782,18.009,48,9.184,5.687,2.682,9.647,1.797,0.557,0.996,0.784117451,1.797
49,160.335,18.143,4.903,18.143,4.903,50.669,19.294,10.581,179.947,0.785,18.263,49,9.016,5.645,2.777,9.647,1.824,0.548,0.996,0.800800801,1.824
50,162.38,18.177,4.886,18.177,4.886,51.14,19.53,10.586,179.598,0.78,18.456,50,8.973,4.381,175.942,9.647,1.845,0.542,0.996,0.817484151,1.845
51,163.652,18.218,4.883,18.218,4.883,51.458,19.734,10.559,179.663,0.777,18.686,51,8.889,4.466,177.157,9.647,1.869,0.535,0.995,0.834167501,1.869
52,163.817,18.229,4.866,18.229,4.866,51.707,19.71,10.582,179.728,0.77,18.651,52,8.931,4.255,176.763,9.647,1.863,0.537,0.996,0.850850851,1.863
53,162.969,18.213,4.878,18.213,4.878,51.016,19.591,10.592,179.887,0.787,18.516,53,8.973,4.381,177.261,9.647,1.85,0.541,0.996,0.867534201,1.85
54,161.244,18.127,4.913,18.127,4.913,50.873,19.415,10.574,179.888,0.783,18.394,54,8.931,4.761,176.98,9.647,1.836,0.545,0.996,0.884217551,1.836
55,159.776,18.036,4.931,18.036,4.931,50.729,19.23,10.579,179.781,0.78,18.228,55,8.931,4.761,176.82,9.647,1.818,0.55,0.996,0.900900901,1.818
56,157.641,17.999,4.914,17.999,4.914,50.104,18.982,10.574,179.654,0.789,17.985,56,9.016,4.508,176.239,9.647,1.795,0.557,0.996,0.917584251,1.795
57,156.282,18.024,4.881,18.024,4.881,50.49,18.807,10.581,179.428,0.77,17.809,57,9.142,4.171,176.61,9.647,1.777,0.563,0.996,0.934267601,1.777
58,155.536,18.069,4.862,18.069,4.862,49.533,18.708,10.586,179.453,0.797,17.697,58,9.226,4.297,175.905,9.647,1.767,0.566,0.996,0.950950951,1.767
59,155.971,18.118,4.89,18.118,4.89,50.168,18.764,10.584,179.561,0.779,17.76,59,9.268,4.55,177.009,9.647,1.773,0.564,0.996,0.967634301,1.773
60,156.929,18.109,4.919,18.109,4.919,49.761,18.889,10.578,179.743,0.796,17.889,60,9.184,4.676,176.895,9.647,1.786,0.56,0.996,0.984317651,1.786
61,158.663,18.03,4.921,18.03,4.921,50.129,19.099,10.577,179.648,0.793,18.106,61,8.973,4.803,176.532,9.647,1.806,0.554,0.996,1.001001001,1.806
62,160.362,17.97,4.906,17.97,4.906,50.48,19.304,10.577,179.77,0.791,18.272,62,8.847,4.508,176.696,9.647,1.825,0.548,0.996,1.017684351,1.825
63,162.357,17.961,4.895,17.961,4.895,50.817,19.562,10.568,179.877,0.79,18.482,63,8.721,4.466,176.733,9.647,1.851,0.54,0.995,1.034367701,1.851
64,163.617,18.002,4.892,18.002,4.892,51.522,19.722,10.563,179.751,0.775,18.69,64,8.678,4.424,176.899,9.647,1.867,0.536,0.995,1.051051051,1.867
65,163.927,18.074,4.892,18.074,4.892,51.323,19.753,10.567,179.631,0.782,18.664,65,8.763,4.297,176.117,9.647,1.869,0.535,0.995,1.067734401,1.869
66,163.005,18.145,4.885,18.145,4.885,51.442,19.644,10.565,179.769,0.774,18.569,66,8.889,4.255,176.618,9.647,1.859,0.538,0.995,1.084417751,1.859
67,162.066,18.151,4.892,18.151,4.892,50.897,19.497,10.584,179.878,0.786,18.46,67,8.931,4.803,178.3,9.647,1.842,0.543,0.996,1.101101101,1.842
68,160.042,18.101,4.919,18.101,4.919,50.54,19.284,10.567,179.786,0.787,18.267,68,8.973,4.634,176.959,9.647,1.825,0.548,0.996,1.117784451,1.825
69,158.353,18.053,4.929,18.053,4.929,50.168,19.106,10.553,179.765,0.791,18.106,69,9.016,4.634,176.532,9.647,1.81,0.552,0.995,1.134467801,1.81
70,156.69,18.041,4.898,18.041,4.898,49.851,18.871,10.572,179.703,0.792,17.889,70,9.1,4.55,176.895,9.647,1.785,0.56,0.996,1.151151151,1.785
71,156.008,18.097,4.873,18.097,4.873,49.266,18.763,10.586,179.573,0.808,17.742,71,9.226,4.297,175.779,9.647,1.772,0.564,0.996,1.167834501,1.772
72,155.955,18.19,4.873,18.19,4.873,49.736,18.773,10.578,179.441,0.792,17.778,72,9.353,4.129,176.059,9.647,1.775,0.563,0.996,1.184517851,1.775
73,156.464,18.265,4.916,18.265,4.916,49.656,18.886,10.548,179.708,0.797,17.847,73,9.395,4.381,176.888,9.605,1.79,0.559,0.996,1.201201201,1.79
74,157.879,18.273,4.926,18.273,4.926,50.367,19.036,10.56,179.867,0.782,18.045,74,9.268,5.477,2.275,9.647,1.803,0.555,0.995,1.217884551,1.803
75,159.279,18.23,4.931,18.23,4.931,50.192,19.248,10.536,179.748,0.794,18.223,75,9.142,4.634,177.085,9.605,1.827,0.547,0.996,1.234567901,1.827
76,160.946,18.194,4.907,18.194,4.907,50.638,19.423,10.55,179.71,0.789,18.364,76,9.016,4.424,176.317,9.647,1.841,0.543,0.995,1.251251251,1.841
77,162.392,18.189,4.891,18.189,4.891,50.867,19.606,10.546,179.848,0.789,18.558,77,8.931,5.392,2.732,9.605,1.859,0.538,0.996,1.267934601,1.859
78,163.021,18.249,4.893,18.249,4.893,50.975,19.678,10.548,179.749,0.788,18.58,78,8.973,4.297,176.1,9.605,1.866,0.536,0.996,1.284617951,1.866
79,162.548,18.329,4.899,18.329,4.899,50.832,19.623,10.547,179.756,0.791,18.554,79,9.058,4.634,177.527,9.605,1.861,0.537,0.996,1.301301301,1.861
80,161.121,18.389,4.907,18.389,4.907,50.817,19.454,10.545,179.996,0.784,18.396,80,9.226,5.603,3.151,9.605,1.845,0.542,0.996,1.317984651,1.845
81,159.624,18.381,4.923,18.381,4.923,50.192,19.278,10.543,0.017,0.796,18.259,81,9.268,5.519,2.513,9.605,1.829,0.547,0.996,1.334668001,1.829
82,157.797,18.328,4.926,18.328,4.926,50.118,19.059,10.542,179.594,0.789,18.075,82,9.31,4.508,175.99,9.647,1.808,0.553,0.995,1.351351351,1.808
83,156.31,18.253,4.91,18.253,4.91,49.687,18.866,10.549,179.588,0.796,17.859,83,9.31,4.592,176.213,9.647,1.788,0.559,0.995,1.368034701,1.788
84,155.389,18.237,4.888,18.237,4.888,49.707,18.756,10.548,179.821,0.79,17.763,84,9.353,4.381,176.873,9.647,1.778,0.562,0.995,1.384718051,1.778
85,155.623,18.268,4.875,18.268,4.875,50.046,18.719,10.585,179.821,0.781,17.694,85,9.437,4.213,176.041,9.647,1.768,0.566,0.996,1.401401401,1.768
86,156.026,18.353,4.909,18.353,4.909,49.683,18.84,10.545,179.808,0.794,17.854,86,9.437,4.592,176.483,9.647,1.787,0.56,0.995,1.418084751,1.787
87,157.494,18.39,4.932,18.39,4.932,50.158,19.02,10.543,179.779,0.787,18.015,87,9.437,4.634,176.917,9.605,1.804,0.554,0.996,1.434768101,1.804
88,159.185,18.359,4.917,18.359,4.917,51.004,19.172,10.572,179.716,0.769,18.169,88,9.31,4.466,175.611,9.647,1.813,0.551,0.996,1.451451451,1.813
89,161.095,18.291,4.894,18.291,4.894,51.355,19.384,10.581,179.544,0.768,18.354,89,9.142,4.424,176.842,9.647,1.832,0.546,0.996,1.468134801,1.832
90,162.296,18.214,4.877,18.214,4.877,51.08,19.524,10.584,179.751,0.782,18.485,90,8.973,4.466,176.603,9.647,1.845,0.542,0.996,1.484818151,1.845
91,163.202,18.199,4.877,18.199,4.877,51.183,19.617,10.593,0.096,0.783,18.529,91,8.931,4.424,176.481,9.647,1.852,0.54,0.996,1.501501502,1.852
92,162.994,18.229,4.89,18.229,4.89,51.175,19.61,10.583,179.996,0.782,18.588,92,8.931,4.761,178.182,9.647,1.853,0.54,0.996,1.518184852,1.853
93,162.098,18.273,4.897,18.273,4.897,51.238,19.497,10.586,179.775,0.776,18.468,93,9.058,4.634,177.647,9.647,1.842,0.543,0.996,1.534868202,1.842
94,160.25,18.286,4.902,18.286,4.902,50.421,19.285,10.58,179.645,0.792,18.272,94,9.184,4.508,176.696,9.647,1.823,0.549,0.996,1.551551552,1.823
95,158.91,18.235,4.9,18.235,4.9,50.217,19.121,10.581,179.654,0.792,18.135,95,9.184,4.634,177.337,9.647,1.807,0.553,0.996,1.568234902,1.807
96,157.423,18.146,4.897,18.146,4.897,50.073,18.946,10.579,179.675,0.789,17.946,96,9.184,4.466,176.096,9.647,1.791,0.558,0.996,1.584918252,1.791
97,156.402,18.065,4.893,18.065,4.893,50.19,18.817,10.583,179.948,0.78,17.805,97,9.142,5.435,3.12,9.647,1.778,0.562,0.996,1.601601602,1.778
98,156.179,18.044,4.887,18.044,4.887,49.607,18.79,10.583,179.92,0.798,17.775,98,9.142,5.477,3.805,9.647,1.775,0.563,0.996,1.618284952,1.775
99,156.949,18.088,4.894,18.088,4.894,50.05,18.878,10.586,179.739,0.787,17.854,99,9.184,4.339,176.483,9.647,1.783,0.561,0.996,1.634968302,1.783
100,158.069,18.137,4.904,18.137,4.904,50.398,19.035,10.573,179.442,0.782,18.033,100,9.142,4.508,175.981,9.647,1.8,0.555,0.996,1.651651652,1.8
101,159.673,18.162,4.913,18.162,4.913,50.724,19.214,10.581,179.645,0.78,18.183,101,9.1,4.634,176.945,9.647,1.816,0.551,0.996,1.668335002,1.816
102,161.098,18.117,4.905,18.117,4.905,51.012,19.397,10.574,179.824,0.778,18.385,102,8.931,4.718,177.505,9.647,1.834,0.545,0.996,1.685018352,1.834
103,162.071,18.05,4.907,18.05,4.907,50.901,19.57,10.545,179.946,0.786,18.52,103,8.805,4.466,177.001,9.605,1.856,0.539,0.997,1.701701702,1.856
104,163.118,18.005,4.881,18.005,4.881,51.095,19.624,10.583,179.902,0.785,18.569,104,8.721,5.392,3.382,9.647,1.854,0.539,0.996,1.718385052,1.854
105,162.868,18.001,4.896,18.001,4.896,50.901,19.666,10.545,179.782,0.79,18.632,105,8.678,5.266,1.944,9.605,1.865,0.536,0.997,1.735068402,1.865
106,161.973,18.048,4.905,18.048,4.905,50.772,19.559,10.544,179.54,0.79,18.498,106,8.805,4.424,175.952,9.605,1.855,0.539,0.997,1.751751752,1.855
107,160.571,18.104,4.918,18.104,4.918,50.509,19.387,10.545,179.547,0.791,18.333,107,8.973,4.381,175.783,9.605,1.839,0.544,0.997,1.768435102,1.839
108,158.759,18.132,4.921,18.132,4.921,50.123,19.178,10.54,179.835,0.794,18.146,108,9.1,4.466,176.673,9.605,1.819,0.55,0.996,1.785118452,1.819
109,157.51,18.105,4.915,18.105,4.915,50.038,19.019,10.545,179.962,0.791,17.988,109,9.142,5.772,3.894,9.605,1.804,0.554,0.996,1.801801802,1.804
110,156.457,18.049,4.904,18.049,4.904,49.677,18.901,10.54,179.819,0.797,17.894,110,9.1,4.508,176.626,9.605,1.793,0.558,0.996,1.818485152,1.793
111,156.257,18.019,4.9,18.019,4.9,49.919,18.864,10.547,179.526,0.788,17.849,111,9.1,4.466,176.753,9.605,1.789,0.559,0.996,1.835168502,1.789
112,156.388,18.025,4.905,18.025,4.905,49.726,18.888,10.542,179.397,0.795,17.875,112,9.1,4.381,175.539,9.605,1.792,0.558,0.997,1.851851852,1.792
113,157.724,18.097,4.916,18.097,4.916,50.024,19.052,10.541,179.508,0.792,18.057,113,9.1,4.508,176.924,9.605,1.807,0.553,0.996,1.868535202,1.807
114,158.782,18.162,4.921,18.163,4.921,50.599,19.173,10.544,179.796,0.779,18.146,114,9.1,4.634,176.673,9.605,1.818,0.55,0.996,1.885218552,1.818
115,160.262,18.208,4.922,18.208,4.922,50.832,19.346,10.548,179.999,0.779,18.285,115,9.1,5.772,3.963,9.605,1.834,0.545,0.996,1.901901902,1.834
116,161.318,18.186,4.911,18.186,4.911,51.006,19.481,10.544,179.905,0.779,18.434,116,8.973,4.592,177.118,9.605,1.848,0.541,0.996,1.918585252,1.848
117,162.277,18.147,4.896,18.148,4.896,50.941,19.583,10.551,179.666,0.786,18.52,117,8.889,4.592,177.001,9.605,1.856,0.539,0.996,1.935268602,1.856
