 ,Area,X,Y,XM,YM,Perim.,Major,Minor,Angle,Circ.,Feret,Slice,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,time,AR
18,162.641,12.583,6.664,12.583,6.664,51.49,16.39,12.635,0.412,0.771,16.117,18,6.277,12.217,44.259,11.67,1.297,0.771,0.992,0.28361695,1.297
19,166.861,12.528,6.342,12.528,6.342,51.822,16.285,13.046,0.458,0.781,16.227,19,6.446,11.838,42.054,12.091,1.248,0.801,0.99,0.3003003,1.248
20,169.357,12.43,6.115,12.43,6.115,51.173,16.805,12.831,0.9,0.813,16.532,20,4.129,5.772,2.629,12.049,1.31,0.764,0.991,0.31698365,1.31
21,173.453,12.369,5.962,12.369,5.962,52.827,17.624,12.531,0.988,0.781,17.364,21,3.749,6.277,4.313,12.049,1.406,0.711,0.99,0.333667,1.406
22,174.413,12.305,5.741,12.305,5.741,53.168,18.296,12.138,0.151,0.775,17.802,22,3.412,5.055,177.016,11.627,1.507,0.663,0.991,0.35035035,1.507
23,173.565,12.239,5.653,12.239,5.653,54.001,18.548,11.915,179.556,0.748,18.093,23,3.118,5.308,2.669,11.413,1.557,0.642,0.99,0.3670337,1.557
24,178.099,12.178,5.874,12.178,5.874,53.414,18.065,12.553,178.682,0.784,17.894,24,3.286,4.634,176.626,12.049,1.439,0.695,0.99,0.38371705,1.439
25,175.838,12.147,6.126,12.147,6.126,53.846,17.479,12.809,179.825,0.762,17.079,25,3.581,5.098,177.455,12.049,1.365,0.733,0.99,0.4004004,1.365
26,172.819,12,6.351,12,6.351,52.436,16.953,12.979,179.624,0.79,16.554,26,5.224,11.206,38.387,11.965,1.306,0.766,0.993,0.41708375,1.306
27,166.391,11.868,6.588,11.868,6.589,53.229,16.617,12.749,1.749,0.738,16.36,27,5.435,12.217,43.435,11.838,1.303,0.767,0.991,0.4337671,1.303
28,160.974,11.768,6.785,11.768,6.785,51.697,16.703,12.27,4.147,0.757,16.573,28,3.412,8.384,4.812,11.712,1.361,0.735,0.989,0.45045045,1.361
29,158.82,11.665,6.899,11.665,6.899,54.087,16.908,11.959,4.033,0.682,16.748,29,3.286,8.426,6.499,11.67,1.414,0.707,0.986,0.4671338,1.414
30,156.573,11.617,7.044,11.617,7.044,49.297,17.138,11.633,2.59,0.81,16.568,30,3.328,8.931,10.253,10.953,1.473,0.679,0.994,0.48381715,1.473
31,162.128,11.561,6.727,11.561,6.727,52.731,16.728,12.34,1.283,0.733,16.464,31,3.37,6.993,176.332,11.712,1.356,0.738,0.988,0.500500501,1.356
32,163.798,11.477,6.574,11.477,6.574,51.455,16.546,12.604,179.087,0.777,16.108,32,3.497,8.089,4.801,11.712,1.313,0.762,0.992,0.517183851,1.313
33,168.231,11.343,6.327,11.343,6.327,52.302,16.66,12.857,0.063,0.773,16.209,33,5.013,11.375,39.939,11.965,1.296,0.772,0.991,0.533867201,1.296
34,173.623,11.233,6.094,11.233,6.095,52.418,17.271,12.799,0.028,0.794,16.793,34,2.865,4.929,176.836,12.007,1.349,0.741,0.991,0.550550551,1.349
35,178.021,11.155,6.019,11.156,6.02,54.472,17.97,12.614,0.478,0.754,17.652,35,2.317,6.277,5.615,11.965,1.425,0.702,0.991,0.567233901,1.425
36,178.82,11.101,6.043,11.101,6.045,54.133,18.222,12.495,0.537,0.767,17.857,36,2.191,5.14,176.348,11.922,1.458,0.686,0.991,0.583917251,1.458
37,178.733,11.034,6.142,11.034,6.142,53.68,18.06,12.601,0.831,0.779,17.646,37,2.233,6.404,3.696,11.922,1.433,0.698,0.991,0.600600601,1.433
38,175.462,10.905,6.266,10.904,6.266,54.839,17.539,12.737,0.065,0.733,16.916,38,2.486,5.14,174.999,11.838,1.377,0.726,0.991,0.617283951,1.377
39,170.23,10.777,6.415,10.777,6.415,51.45,17.076,12.693,0.117,0.808,16.415,39,2.696,7.752,8.858,11.712,1.345,0.743,0.993,0.633967301,1.345
40,165.864,10.614,6.548,10.614,6.548,50.96,16.686,12.657,0.961,0.803,16.167,40,2.486,7.836,3.586,11.712,1.318,0.759,0.993,0.650650651,1.318
41,162.997,10.476,6.657,10.476,6.657,51.171,16.622,12.486,0.969,0.782,16.296,41,2.359,8.004,3.706,11.712,1.331,0.751,0.991,0.667334001,1.331
42,162.259,10.376,6.689,10.376,6.689,52.394,16.811,12.289,179.363,0.743,16.518,42,2.149,6.446,175.758,11.712,1.368,0.731,0.99,0.684017351,1.368
43,163.036,10.359,6.633,10.359,6.633,52.795,16.789,12.364,178.873,0.735,16.485,43,2.149,6.361,175.309,11.67,1.358,0.736,0.99,0.700700701,1.358
44,163.94,10.307,6.528,10.307,6.528,50.462,16.567,12.599,179.271,0.809,16.084,44,2.359,5.814,173.08,11.712,1.315,0.76,0.993,0.717384051,1.315
45,166.21,10.232,6.395,10.232,6.395,51.133,16.62,12.733,179.706,0.799,16.031,45,3.918,11.248,39.883,11.712,1.305,0.766,0.993,0.734067401,1.305
46,170.347,10.119,6.311,10.119,6.311,51.484,17.137,12.657,179.024,0.808,16.638,46,1.854,5.182,174.333,11.712,1.354,0.739,0.994,0.750750751,1.354
47,175.856,10.043,6.272,10.043,6.272,53.275,17.795,12.582,179.95,0.779,17.28,47,1.39,5.35,175.666,11.712,1.414,0.707,0.993,0.767434101,1.414
48,179.228,9.993,6.249,9.993,6.249,53.246,18.146,12.576,0.609,0.794,17.619,48,1.222,6.656,4.388,11.712,1.443,0.693,0.993,0.784117451,1.443
49,179.182,9.914,6.273,9.914,6.273,54.708,18.141,12.576,1.033,0.752,17.668,49,1.095,6.319,2.46,11.754,1.442,0.693,0.99,0.800800801,1.442
50,177.091,9.887,6.307,9.887,6.307,52.692,17.787,12.676,0.675,0.802,17.13,50,1.348,6.951,6.496,11.712,1.403,0.713,0.994,0.817484151,1.403
51,172.963,9.791,6.407,9.791,6.407,61.389,17.314,12.719,1.532,0.577,19.6,51,0,12.217,35.022,11.712,1.361,0.735,0.944,0.834167501,1.361
52,167.761,9.665,6.512,9.665,6.512,60.624,16.976,12.582,179.794,0.574,19.058,52,0,12.217,24.696,11.754,1.349,0.741,0.942,0.850850851,1.349
53,165.065,9.53,6.567,9.53,6.567,60.257,16.745,12.551,178.267,0.571,18.775,53,0,12.217,24.667,11.712,1.334,0.75,0.943,0.867534201,1.334
54,164.213,9.489,6.544,9.489,6.544,51.4,16.646,12.561,177.003,0.781,16.24,54,1.559,5.35,167.262,11.754,1.325,0.755,0.992,0.884217551,1.325
55,164.483,9.491,6.494,9.491,6.494,61.12,16.644,12.582,177.859,0.553,18.75,55,0,12.217,25.414,11.754,1.323,0.756,0.938,0.900900901,1.323
56,164.822,9.495,6.427,9.495,6.427,51.35,16.672,12.588,178.404,0.785,16.219,56,1.432,5.687,174.186,11.754,1.324,0.755,0.992,0.917584251,1.324
57,167.447,9.455,6.394,9.455,6.394,60.984,16.839,12.661,179.954,0.566,19.04,57,0,12.217,28.55,11.754,1.33,0.752,0.939,0.934267601,1.33
58,170.938,9.389,6.365,9.389,6.365,60.623,17.188,12.662,0.92,0.584,19.192,58,0,12.217,28.59,11.754,1.357,0.737,0.944,0.950950951,1.357
59,175.526,9.367,6.323,9.368,6.322,62.478,17.696,12.629,0.879,0.565,19.434,59,0,12.217,28.343,11.754,1.401,0.714,0.945,0.967634301,1.401
60,179.39,9.339,6.279,9.339,6.278,62.359,18.101,12.618,0.35,0.58,19.617,60,0,12.217,27.776,11.712,1.435,0.697,0.946,0.984317651,1.435
61,180.252,9.343,6.283,9.343,6.283,54.231,18.193,12.615,0.054,0.77,17.619,61,0.548,6.698,4.388,11.712,1.442,0.693,0.993,1.001001001,1.442
62,178.062,9.345,6.371,9.345,6.371,61.436,17.913,12.656,179.969,0.593,19.392,62,0,12.217,27.846,11.712,1.415,0.707,0.95,1.017684351,1.415
63,173.508,9.29,6.459,9.29,6.459,60.454,17.423,12.679,179.56,0.597,18.963,63,0,12.217,28.387,11.712,1.374,0.728,0.953,1.034367701,1.374
64,168.854,9.224,6.476,9.224,6.476,59.468,17.013,12.637,179.237,0.6,18.713,64,0,12.217,27.777,11.754,1.346,0.743,0.949,1.051051051,1.346
65,166.577,9.175,6.475,9.175,6.475,60.088,16.868,12.574,179.505,0.58,18.656,65,0,12.217,25.408,11.754,1.342,0.745,0.946,1.067734401,1.342
66,165.535,9.184,6.442,9.184,6.442,59.881,16.717,12.608,179.824,0.58,18.656,66,0,12.217,27.722,11.754,1.326,0.754,0.943,1.084417751,1.326
67,165.149,9.192,6.427,9.192,6.427,59.447,16.651,12.628,179.701,0.587,18.667,67,0,12.217,28.879,11.754,1.319,0.758,0.943,1.101101101,1.319
68,165.408,9.234,6.411,9.234,6.411,50.635,16.704,12.608,178.626,0.811,16.21,68,1.18,5.729,174.482,11.712,1.325,0.755,0.993,1.117784451,1.325
69,167.647,9.247,6.406,9.247,6.406,60.012,16.901,12.63,179.345,0.585,18.827,69,0,12.217,27.884,11.712,1.338,0.747,0.943,1.134467801,1.338
70,170.533,9.254,6.378,9.254,6.377,60.156,17.184,12.636,179.491,0.592,19.003,70,0,12.217,28.61,11.712,1.36,0.735,0.945,1.151151151,1.36
71,175.139,9.252,6.325,9.252,6.325,60.999,17.65,12.634,179.66,0.591,19.286,71,0,12.217,28.58,11.712,1.397,0.716,0.945,1.167834501,1.397
72,179.001,9.278,6.314,9.278,6.314,61.486,18.056,12.622,0.146,0.595,19.508,72,0,12.217,28.225,11.712,1.43,0.699,0.949,1.184517851,1.43
73,180.55,9.317,6.369,9.317,6.369,62.121,18.197,12.633,0.88,0.588,19.523,73,0,12.217,27.782,11.712,1.44,0.694,0.954,1.201201201,1.44
74,177.81,9.335,6.422,9.335,6.422,60.822,17.967,12.601,0.438,0.604,19.349,74,0,12.217,26.23,11.712,1.426,0.701,0.954,1.217884551,1.426
75,173.339,9.355,6.437,9.355,6.437,60.598,17.46,12.641,0.486,0.593,19.106,75,0,12.217,25.887,11.712,1.381,0.724,0.951,1.234567901,1.381
76,169.238,9.354,6.418,9.354,6.418,59.992,17.024,12.657,0.411,0.591,19.003,76,0,12.217,28.61,11.712,1.345,0.743,0.946,1.251251251,1.345
77,166.996,9.353,6.412,9.353,6.412,60.097,16.829,12.634,179.894,0.581,18.903,77,0,12.217,28.05,11.712,1.332,0.751,0.942,1.267934601,1.332
78,165.422,9.358,6.42,9.358,6.42,60.514,16.711,12.603,178.635,0.568,18.795,78,0,12.217,28.518,11.712,1.326,0.754,0.938,1.284617951,1.326
79,164.952,9.385,6.426,9.385,6.426,60.479,16.644,12.618,178.312,0.567,18.792,79,0,12.217,28.231,11.712,1.319,0.758,0.937,1.301301301,1.319
80,165.392,9.46,6.42,9.46,6.42,60.28,16.702,12.608,178.785,0.572,18.897,80,0,12.217,26.337,11.712,1.325,0.755,0.937,1.317984651,1.325
81,167.06,9.534,6.393,9.534,6.393,61.217,16.837,12.634,179.61,0.56,19.074,81,0,12.217,28.206,11.712,1.333,0.75,0.936,1.334668001,1.333
82,170.161,9.587,6.356,9.587,6.356,60.944,17.107,12.665,0.239,0.576,19.326,82,0,12.217,28.8,11.712,1.351,0.74,0.937,1.351351351,1.351
83,174.832,9.617,6.348,9.618,6.348,61.737,17.555,12.68,0.911,0.576,19.563,83,0,12.217,28,11.712,1.384,0.722,0.943,1.368034701,1.384
84,178.25,9.685,6.383,9.685,6.383,62.305,17.976,12.626,0.805,0.577,19.728,84,0,12.217,25.69,11.712,1.424,0.702,0.947,1.384718051,1.424
85,179.525,9.726,6.423,9.726,6.423,62.745,18.11,12.622,0.39,0.573,19.714,85,0,12.217,25.032,11.712,1.435,0.697,0.948,1.401401401,1.435
86,177.375,9.776,6.418,9.776,6.418,62.061,17.881,12.63,0.096,0.579,19.682,86,0,12.217,24.535,11.712,1.416,0.706,0.945,1.418084751,1.416
87,173.243,9.827,6.391,9.827,6.392,61.995,17.427,12.657,0.411,0.566,19.6,87,0,12.217,25.188,11.712,1.377,0.726,0.939,1.434768101,1.377
88,169.232,9.848,6.395,9.848,6.395,60.73,17.014,12.664,0.242,0.577,19.463,88,0,12.217,27.175,11.712,1.343,0.744,0.934,1.451451451,1.343
89,166.584,9.866,6.414,9.866,6.414,61.43,16.767,12.65,179.89,0.555,19.32,89,0,12.217,28.242,11.712,1.326,0.754,0.932,1.468134801,1.326
90,164.68,9.893,6.429,9.893,6.429,60.995,16.617,12.618,179.295,0.556,19.255,90,0,12.217,26.789,11.712,1.317,0.759,0.928,1.484818151,1.317
91,164.35,9.941,6.423,9.941,6.423,61.118,16.572,12.627,179.69,0.553,19.317,91,0,12.217,27.962,11.712,1.312,0.762,0.927,1.501501502,1.312
92,164.689,10.03,6.408,10.03,6.408,61.42,16.612,12.623,0.064,0.549,19.427,92,0,12.217,25.565,11.712,1.316,0.76,0.925,1.518184852,1.316
93,166.474,10.119,6.401,10.119,6.401,62.618,16.761,12.646,0.311,0.534,19.58,93,0,12.217,27.833,11.712,1.325,0.754,0.925,1.534868202,1.325
94,169.39,10.19,6.406,10.19,6.406,61.638,17.042,12.655,0.364,0.56,19.77,94,0,12.217,25.091,11.712,1.347,0.743,0.929,1.551551552,1.347
95,173.781,10.26,6.432,10.26,6.432,62.312,17.473,12.663,0.676,0.562,19.947,95,0,12.217,24.454,11.712,1.38,0.725,0.935,1.568234902,1.38
96,176.933,10.31,6.445,10.31,6.445,63.072,17.853,12.618,0.402,0.559,20.136,96,0,12.217,23.293,11.712,1.415,0.707,0.938,1.584918252,1.415
97,177.546,10.369,6.438,10.369,6.438,62.546,17.961,12.586,0.688,0.57,20.263,97,0,12.217,23.527,11.712,1.427,0.701,0.936,1.601601602,1.427
98,175.217,10.429,6.407,10.429,6.407,52.951,17.701,12.604,0.716,0.785,17.137,98,1.896,7.12,3.524,11.712,1.404,0.712,0.992,1.618284952,1.404
99,172.003,10.456,6.414,10.456,6.414,62.074,17.318,12.646,1.129,0.561,20.147,99,0,12.217,25.118,11.712,1.37,0.73,0.928,1.634968302,1.37
100,167.713,10.507,6.431,10.507,6.431,51.001,16.921,12.62,0.637,0.81,16.37,100,2.317,6.277,176.902,11.712,1.341,0.746,0.993,1.651651652,1.341
101,165.01,10.512,6.445,10.513,6.445,61.077,16.646,12.621,0.7,0.556,19.864,101,0,12.217,25.098,11.712,1.319,0.758,0.919,1.668335002,1.319
102,163.517,10.538,6.431,10.538,6.431,61.087,16.498,12.619,0.354,0.551,19.829,102,0,12.217,24.877,11.712,1.307,0.765,0.915,1.685018352,1.307
103,163.028,10.579,6.415,10.579,6.415,50.828,16.474,12.6,179.884,0.793,15.978,103,2.612,5.94,175.312,11.712,1.307,0.765,0.992,1.701701702,1.307
104,163.977,10.658,6.414,10.658,6.414,51.348,16.551,12.615,0.128,0.782,16.063,104,2.612,6.825,2.255,11.712,1.312,0.762,0.991,1.718385052,1.312
105,165.424,10.748,6.438,10.748,6.438,52.142,16.685,12.624,0.288,0.765,16.146,105,2.696,5.94,175.361,11.712,1.322,0.757,0.991,1.735068402,1.322
106,168.116,10.837,6.456,10.837,6.456,51.577,16.959,12.621,0.441,0.794,16.42,106,2.696,7.499,5.447,11.712,1.344,0.744,0.993,1.751751752,1.344
107,172.246,10.887,6.454,10.887,6.454,51.994,17.378,12.62,0.618,0.801,16.825,107,2.528,7.415,4.74,11.712,1.377,0.726,0.993,1.768435102,1.377
108,175.371,10.918,6.44,10.918,6.44,63.865,17.707,12.61,1.051,0.54,20.667,108,0,12.217,23.168,11.712,1.404,0.712,0.925,1.785118452,1.404
109,175.822,10.939,6.425,10.939,6.425,64.624,17.762,12.603,1.301,0.529,20.755,109,0,12.217,23.443,11.712,1.409,0.71,0.923,1.801801802,1.409
110,173.753,10.947,6.413,10.947,6.413,63.399,17.528,12.621,0.657,0.543,20.656,110,0,12.217,23.69,11.712,1.389,0.72,0.92,1.818485152,1.389
111,170.556,10.988,6.418,10.988,6.418,63.909,17.161,12.654,0.678,0.525,20.519,111,0,12.217,23.986,11.712,1.356,0.737,0.915,1.835168502,1.356
112,166.851,11.036,6.404,11.036,6.404,52.499,16.822,12.629,0.765,0.761,16.301,112,2.907,6.951,4.001,11.712,1.332,0.751,0.991,1.851851852,1.332
113,164.534,11.021,6.406,11.021,6.406,62.863,16.598,12.622,1.473,0.523,20.379,113,0,12.217,24.552,11.712,1.315,0.76,0.907,1.868535202,1.315
114,163.304,11.011,6.415,11.011,6.415,62.71,16.499,12.602,1.791,0.522,20.31,114,0,12.217,24.119,11.712,1.309,0.764,0.906,1.885218552,1.309
115,162.948,11.025,6.427,11.025,6.427,52.193,16.474,12.594,1.384,0.752,16.001,115,3.033,6.993,3.774,11.712,1.308,0.764,0.99,1.901901902,1.308
116,163.86,11.044,6.447,11.044,6.447,62.184,16.546,12.609,1.884,0.532,20.306,116,0,12.217,24.385,11.712,1.312,0.762,0.909,1.918585252,1.312
117,165.354,11.124,6.456,11.124,6.456,51.548,16.688,12.616,0.474,0.782,16.17,117,3.075,7.246,3.735,11.712,1.323,0.756,0.992,1.935268602,1.323
