 ,Area,X,Y,XM,YM,Perim.,Major,Minor,Angle,Circ.,Feret,Slice,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,time,AR
12,122.377,12.582,5.021,12.582,5.021,42.545,13.145,11.854,2.112,0.85,13.385,12,8.973,9.942,42.832,11.501,1.109,0.902,0.995,0.18351685,1.109
13,128.145,12.641,5.906,12.641,5.906,42.477,12.912,12.636,0.935,0.893,13.293,13,8.636,10.996,49.241,12.217,1.022,0.979,0.994,0.2002002,1.022
14,136.764,12.7,7.023,12.7,7.023,44.218,13.487,12.911,76.663,0.879,13.752,14,9.353,12.849,66.34,12.963,1.045,0.957,0.993,0.21688355,1.045
15,135.49,12.696,8.021,12.696,8.021,43.738,13.216,13.053,10.503,0.89,13.816,15,8.678,13.945,59.995,12.639,1.012,0.988,0.994,0.2335669,1.012
16,125.412,12.723,8.91,12.723,8.91,42.509,14.074,11.345,177.743,0.872,13.948,16,6.951,5.519,144.342,10.659,1.241,0.806,0.995,0.25025025,1.241
17,115.848,12.766,9.571,12.766,9.571,41.525,14.514,10.162,178.907,0.844,14.624,17,5.519,10.027,175.373,9.9,1.428,0.7,0.995,0.2669336,1.428
18,102.423,12.764,10.202,12.764,10.202,40.279,14.987,8.702,179.042,0.793,14.624,18,5.519,10.532,175.373,8.384,1.722,0.581,0.995,0.28361695,1.722
19,98.194,12.83,10.204,12.83,10.204,39.317,14.763,8.469,0.065,0.798,14.272,19,5.772,10.827,3.893,8.215,1.743,0.574,0.994,0.3003003,1.743
20,105.289,12.9,9.639,12.9,9.639,39.364,13.663,9.812,1.68,0.854,13.41,20,6.109,10.616,2.521,9.395,1.393,0.718,0.994,0.31698365,1.393
21,111.943,12.918,9.008,12.918,9.008,40.083,12.619,11.295,2.829,0.876,12.774,21,7.541,13.313,37.361,10.911,1.117,0.895,0.994,0.333667,1.117
22,125.725,12.965,8.209,12.965,8.209,42.076,12.803,12.503,84.232,0.892,13.364,22,11.038,1.812,114.788,12.344,1.024,0.977,0.994,0.35035035,1.024
23,136.704,12.985,7.438,12.985,7.438,43.596,13.542,12.853,88.712,0.904,13.941,23,10.322,13.945,67.62,12.765,1.054,0.949,0.994,0.3670337,1.054
24,141.267,12.986,6.666,12.986,6.666,44.537,13.677,13.151,101.101,0.895,13.979,24,9.479,0.674,113.629,13.17,1.04,0.962,0.994,0.38371705,1.04
25,133.981,12.994,5.724,12.994,5.724,43.71,13.514,12.623,171.469,0.881,13.852,25,7.499,0.885,140.306,12.259,1.071,0.934,0.994,0.4004004,1.071
26,119.062,13.019,4.974,13.019,4.974,41.277,13.985,10.84,178.855,0.878,13.844,26,6.109,4.339,176.511,10.406,1.29,0.775,0.994,0.41708375,1.29
27,107.382,13.013,4.443,13.013,4.443,40.077,14.176,9.644,179.888,0.84,14.02,27,6.024,4.761,3.963,9.395,1.47,0.68,0.994,0.4337671,1.47
28,102.931,12.977,4.164,12.977,4.164,39.153,13.923,9.413,1.32,0.844,13.466,28,6.572,5.392,16.167,8.973,1.479,0.676,0.994,0.45045045,1.479
29,107.037,13.005,4.448,13.005,4.448,39.708,13.372,10.192,178.71,0.853,13.561,29,6.235,3.033,175.724,10.153,1.312,0.762,0.994,0.4671338,1.312
30,114.229,13.045,4.901,13.045,4.901,40.349,13.311,10.926,178.517,0.882,13.158,30,7.33,1.222,149.823,10.364,1.218,0.821,0.995,0.48381715,1.218
31,123.332,13.056,5.55,13.056,5.55,41.915,13.372,11.743,176.967,0.882,13.365,31,6.404,4.803,174.936,11.585,1.139,0.878,0.994,0.500500501,1.139
32,137.092,13.062,6.406,13.062,6.406,43.691,13.499,12.931,176.282,0.903,13.531,32,6.488,4.424,167.045,12.596,1.044,0.958,0.995,0.517183851,1.044
33,145.602,13.047,7.154,13.047,7.155,45.714,13.858,13.377,85.482,0.876,14.019,33,10.869,0.548,107.128,13.228,1.036,0.965,0.994,0.533867201,1.036
34,139.332,13.088,7.805,13.088,7.806,45.386,13.738,12.914,84.823,0.85,14.366,34,9.058,13.945,67.044,12.933,1.064,0.94,0.994,0.550550551,1.064
35,123.772,13.124,8.465,13.124,8.465,42.165,12.643,12.464,53.307,0.875,13.581,35,8.468,13.945,54.979,12.091,1.014,0.986,0.995,0.567233901,1.014
36,109.989,13.117,9.119,13.117,9.119,39.738,12.862,10.888,0.973,0.875,12.724,36,6.783,9.816,4.748,10.49,1.181,0.847,0.994,0.583917251,1.181
37,101.395,13.123,9.723,13.123,9.723,38.505,13.593,9.497,178.518,0.859,13.243,37,6.53,9.732,174.707,9.016,1.431,0.699,0.994,0.600600601,1.431
38,97.78,13.117,10.109,13.117,10.109,38.841,14.144,8.802,178.462,0.814,13.697,38,6.404,9.69,172.044,8.468,1.607,0.622,0.994,0.617283951,1.607
39,105.431,13.206,9.856,13.206,9.856,39.95,14.044,9.558,0.179,0.83,13.889,39,6.277,11.417,3.652,9.31,1.469,0.681,0.995,0.633967301,1.469
40,114.605,13.287,9.388,13.287,9.388,41.064,14.129,10.328,1.306,0.854,13.781,40,6.404,9.395,175.265,9.774,1.368,0.731,0.995,0.650650651,1.368
41,124.564,13.275,8.843,13.275,8.843,42.317,13.932,11.384,2.488,0.874,13.69,41,6.53,10.237,10.999,11.08,1.224,0.817,0.995,0.667334001,1.224
42,130.188,13.286,8.327,13.286,8.327,42.696,13.499,12.28,3.756,0.897,13.409,42,6.698,10.153,11.416,11.88,1.099,0.91,0.994,0.684017351,1.099
43,132.236,13.326,7.583,13.326,7.583,42.989,13.339,12.622,93.472,0.899,13.644,43,11.712,0.927,107.428,12.661,1.057,0.946,0.994,0.700700701,1.057
44,128.878,13.38,6.833,13.38,6.833,43.008,13.792,11.897,92.067,0.876,13.797,44,10.996,0.463,105.224,11.88,1.159,0.863,0.993,0.717384051,1.159
45,120.808,13.386,6.234,13.386,6.234,41.501,12.966,11.863,94.834,0.881,13.138,45,9.521,0.716,122.161,11.615,1.093,0.915,0.993,0.734067401,1.093
46,117.504,13.368,5.679,13.368,5.679,40.828,12.512,11.958,173.403,0.886,12.568,46,9.353,0.674,129.56,11.67,1.046,0.956,0.994,0.750750751,1.046
47,115.278,13.434,5.071,13.434,5.071,40.892,13.633,10.766,179.732,0.866,13.507,47,6.698,5.392,3.576,10.532,1.266,0.79,0.993,0.767434101,1.266
48,114.229,13.486,4.523,13.486,4.523,41.294,14.565,9.986,0.066,0.842,14.169,48,6.446,3.707,177.444,9.563,1.459,0.686,0.994,0.784117451,1.459
49,121.209,13.519,4.625,13.519,4.625,42.22,14.656,10.53,0.413,0.855,14.559,49,6.277,4.339,3.318,10.237,1.392,0.718,0.995,0.800800801,1.392
50,123.673,13.527,4.793,13.527,4.793,42.555,14.609,10.779,179.667,0.858,14.344,50,6.361,4.002,176.97,10.364,1.355,0.738,0.994,0.817484151,1.355
51,122.507,13.542,5.086,13.542,5.086,42.019,14.098,11.064,177.784,0.872,13.781,51,6.698,4.086,175.265,10.616,1.274,0.785,0.994,0.834167501,1.274
52,121.783,13.606,5.681,13.606,5.681,41.41,13.194,11.752,179.574,0.892,13.171,52,7.035,4.887,176.332,11.585,1.123,0.891,0.993,0.850850851,1.123
53,121.902,13.638,6.455,13.638,6.455,41.227,12.706,12.215,90.112,0.901,12.795,53,10.827,0.632,113.273,12.133,1.04,0.961,0.994,0.867534201,1.04
54,128.177,13.63,7.114,13.63,7.114,43.765,14.177,11.511,88.853,0.841,14.204,54,11.965,0.042,103.377,11.459,1.232,0.812,0.993,0.884217551,1.232
55,129.739,13.673,7.514,13.673,7.514,43.153,13.993,11.805,86.855,0.876,14.265,55,10.448,13.945,69.424,11.712,1.185,0.844,0.994,0.900900901,1.185
56,131.056,13.751,8.05,13.751,8.05,42.921,13.028,12.808,82.223,0.894,13.656,56,9.774,13.945,58.369,12.47,1.017,0.983,0.995,0.917584251,1.017
57,126.942,13.757,8.668,13.757,8.668,42.3,13.792,11.719,0.474,0.892,13.732,57,6.951,9.942,4.399,11.333,1.177,0.85,0.995,0.934267601,1.177
58,117.931,13.763,9.302,13.763,9.302,41.386,14.529,10.335,179.007,0.865,14.324,58,6.614,9.058,175.614,10.027,1.406,0.711,0.995,0.950950951,1.406
59,111.576,13.754,9.575,13.754,9.575,40.538,14.535,9.774,179.29,0.853,14.052,59,6.783,9.184,174.495,9.268,1.487,0.672,0.995,0.967634301,1.487
60,109.753,13.816,9.519,13.816,9.519,40.04,13.854,10.087,0.431,0.86,13.648,60,7.035,10.869,4.426,9.732,1.374,0.728,0.994,0.984317651,1.374
61,107.112,13.852,9.431,13.852,9.431,39.533,13.084,10.423,1.405,0.861,12.94,61,7.878,13.06,23.811,10.027,1.255,0.797,0.994,1.001001001,1.255
62,105.903,13.865,9.216,13.865,9.216,38.844,12.762,10.566,4.484,0.882,12.585,62,8.721,13.355,34.222,10.111,1.208,0.828,0.994,1.017684351,1.208
63,110.505,13.834,8.766,13.834,8.766,39.298,12.628,11.142,3.91,0.899,12.48,63,7.625,9.395,5.229,10.701,1.133,0.882,0.994,1.034367701,1.133
64,121.918,13.856,8.159,13.856,8.159,41.348,12.572,12.348,166.493,0.896,12.776,64,10.532,2.865,122.065,12.049,1.018,0.982,0.994,1.051051051,1.018
65,132.204,13.924,7.611,13.924,7.611,42.864,13.393,12.568,94.168,0.904,13.695,65,12.259,0.969,108.658,12.554,1.066,0.938,0.994,1.067734401,1.066
66,139.982,13.933,7.165,13.933,7.165,44.011,14.08,12.658,93.577,0.908,14.196,66,11.333,0.59,110.317,12.512,1.112,0.899,0.995,1.084417751,1.112
67,134.599,13.92,6.601,13.92,6.601,43.602,13.618,12.585,93.5,0.89,13.753,67,10.827,0.421,109.878,12.512,1.082,0.924,0.994,1.101101101,1.082
68,122.753,13.949,6.037,13.949,6.037,41.434,12.667,12.339,3.546,0.899,12.745,68,9.9,10.869,48.618,12.175,1.027,0.974,0.993,1.117784451,1.027
69,113.496,13.992,5.513,13.992,5.513,40.253,12.692,11.386,0.805,0.88,12.644,69,7.667,6.319,4.97,11.164,1.115,0.897,0.993,1.134467801,1.115
70,107.554,13.99,5.165,13.99,5.165,39.3,12.883,10.629,2.329,0.875,12.77,70,7.625,5.856,4.921,10.406,1.212,0.825,0.993,1.151151151,1.212
71,111.489,13.967,4.951,13.967,4.951,40.087,12.862,11.036,179.985,0.872,12.712,71,7.667,3.96,176.009,10.701,1.165,0.858,0.994,1.167834501,1.165
72,116.788,13.97,4.944,13.97,4.944,41.003,13.277,11.2,177.418,0.873,13.129,72,7.415,3.497,174.106,10.827,1.185,0.844,0.994,1.184517851,1.185
73,121.257,14.03,5.088,14.03,5.088,41.809,13.873,11.129,178.846,0.872,13.732,73,7.162,4.381,175.601,10.827,1.247,0.802,0.994,1.201201201,1.247
74,125.712,14.053,5.349,14.053,5.349,42.725,14.241,11.239,178.672,0.865,13.99,74,7.12,4.761,173.603,10.869,1.267,0.789,0.993,1.217884551,1.267
75,128.389,14.055,5.923,14.055,5.923,42.363,13.886,11.772,179.581,0.899,13.921,75,7.12,5.477,177.051,11.585,1.18,0.848,0.994,1.234567901,1.18
76,133.067,14.045,6.488,14.045,6.488,43.454,13.114,12.919,64.06,0.886,13.265,76,11.375,12.512,62.784,12.891,1.015,0.985,0.993,1.251251251,1.015
77,130.534,14.06,6.978,14.06,6.978,42.996,13.989,11.881,87.519,0.887,13.982,77,12.723,13.902,74.624,11.796,1.177,0.849,0.994,1.267934601,1.177
78,125.002,14.091,7.317,14.091,7.317,42.027,14.084,11.301,87.504,0.889,14.088,78,11.417,13.86,69.885,11.248,1.246,0.802,0.994,1.284617951,1.246
79,123.346,14.071,7.706,14.071,7.706,42.008,13.499,11.634,88.31,0.878,13.634,79,11.038,13.945,69.941,11.417,1.16,0.862,0.994,1.301301301,1.16
80,121.648,14.058,8.293,14.058,8.293,41.106,12.829,12.073,176.624,0.905,12.791,80,8.047,6.235,158.759,11.754,1.063,0.941,0.994,1.317984651,1.063
81,121.188,14.099,8.814,14.099,8.814,41.373,13.927,11.079,178.669,0.89,13.83,81,7.204,8.384,174.932,10.743,1.257,0.796,0.994,1.334668001,1.257
82,121.041,14.124,9.141,14.124,9.141,41.756,14.461,10.657,178.979,0.872,14.144,82,7.12,8.805,174.188,10.195,1.357,0.737,0.995,1.351351351,1.357
83,119.884,14.118,9.255,14.118,9.255,41.756,14.321,10.659,179.554,0.864,14.047,83,7.12,9.69,177.078,10.279,1.344,0.744,0.995,1.368034701,1.344
84,116.579,14.126,9.252,14.126,9.252,41.092,13.817,10.743,2.235,0.868,13.666,84,7.288,10.743,2.827,10.364,1.286,0.778,0.995,1.384718051,1.286
85,109.625,14.108,9.22,14.108,9.22,39.604,13.235,10.546,3.095,0.878,13.012,85,7.625,10.448,7.815,10.153,1.255,0.797,0.995,1.401401401,1.255
86,106.856,14.117,9.006,14.117,9.006,38.825,12.623,10.778,3.178,0.891,12.422,86,8.004,9.942,7.993,10.322,1.171,0.854,0.994,1.418084751,1.171
87,110.994,14.129,8.573,14.129,8.573,39.314,12.098,11.682,179.643,0.902,12.234,87,10.953,3.539,123.198,11.333,1.036,0.966,0.994,1.434768101,1.036
88,119.081,14.118,8.15,14.118,8.15,40.97,12.623,12.012,98.519,0.891,13.02,88,11.796,2.233,115.902,11.88,1.051,0.952,0.994,1.451451451,1.051
89,130.348,14.118,7.763,14.118,7.763,42.836,13.265,12.511,93.653,0.893,13.538,89,10.743,13.818,65.748,12.386,1.06,0.943,0.994,1.468134801,1.06
90,139.474,14.139,7.326,14.138,7.326,45.231,13.682,12.98,95.552,0.857,13.949,90,12.765,0.463,104.876,13.018,1.054,0.949,0.993,1.484818151,1.054
91,135.511,14.14,6.88,14.14,6.88,43.595,13.221,13.051,12.039,0.896,13.354,91,7.499,7.499,4.523,13.018,1.013,0.987,0.994,1.501501502,1.013
92,126.96,14.141,6.393,14.141,6.393,42.287,13.149,12.293,6.693,0.892,13.116,92,8.047,8.931,23.271,12.091,1.07,0.935,0.994,1.518184852,1.07
93,117.243,14.116,5.995,14.116,5.995,40.45,12.64,11.81,3.702,0.9,12.719,93,7.794,6.867,6.466,11.754,1.07,0.934,0.993,1.534868202,1.07
94,112.529,14.133,5.62,14.133,5.62,39.92,12.219,11.725,5.579,0.887,12.263,94,9.563,9.605,41.797,11.501,1.042,0.96,0.993,1.551551552,1.042
95,113.532,14.139,5.362,14.139,5.362,40.032,12.262,11.789,172.468,0.89,12.536,95,9.605,0.632,131.458,11.417,1.04,0.961,0.994,1.568234902,1.04
96,116.332,14.133,5.236,14.133,5.236,41.04,12.905,11.478,176.085,0.868,12.848,96,7.752,3.834,170.754,11.164,1.124,0.889,0.993,1.584918252,1.124
97,120.152,14.124,5.121,14.124,5.121,41.936,13.869,11.03,177.998,0.859,13.636,97,7.33,4.718,176.28,10.616,1.257,0.795,0.994,1.601601602,1.257
98,126.266,14.142,5.236,14.142,5.236,43.009,14.419,11.15,178.992,0.858,14.25,98,7.035,4.887,177.797,10.827,1.293,0.773,0.993,1.618284952,1.293
99,131.081,14.144,5.569,14.144,5.569,43.692,14.165,11.782,0.217,0.863,14.176,99,7.078,5.603,3.066,11.627,1.202,0.832,0.993,1.634968302,1.202
100,132.33,14.139,5.89,14.139,5.89,43.228,13.474,12.505,4.921,0.89,13.446,100,8.552,9.353,31.549,12.217,1.078,0.928,0.994,1.651651652,1.078
101,128.213,14.113,6.264,14.113,6.264,42.445,13.121,12.442,85.417,0.894,13.237,101,11.333,12.217,61.069,12.344,1.055,0.948,0.993,1.668335002,1.055
102,121.676,14.121,6.714,14.121,6.714,41.315,13.241,11.7,89.128,0.896,13.229,102,12.765,13.228,74.105,11.627,1.132,0.884,0.994,1.685018352,1.132
103,120.457,14.13,7.014,14.13,7.014,41.882,13.156,11.658,92.069,0.863,13.167,103,13.144,0.421,98.649,11.627,1.128,0.886,0.993,1.701701702,1.128
104,122.168,14.12,7.518,14.12,7.518,41.243,12.703,12.245,99.347,0.903,12.749,104,13.102,1.18,102.015,12.259,1.037,0.964,0.994,1.718385052,1.037
105,127.409,14.103,8.009,14.103,8.009,42.065,13.181,12.307,176.806,0.905,13.19,105,7.541,7.415,175.236,12.091,1.071,0.934,0.994,1.735068402,1.071
106,130.811,14.113,8.372,14.113,8.372,42.953,13.803,12.066,179.151,0.891,13.632,106,7.33,7.836,174.325,11.627,1.144,0.874,0.994,1.751751752,1.144
107,129.885,14.112,8.608,14.112,8.608,42.947,13.855,11.936,1.906,0.885,13.634,107,7.288,8.931,176.457,11.501,1.161,0.861,0.995,1.768435102,1.161
108,124.006,14.102,8.827,14.102,8.827,42.193,13.584,11.623,3.344,0.875,13.472,108,8.384,13.271,34.038,11.248,1.169,0.856,0.994,1.785118452,1.169
109,112.857,14.056,9.093,14.056,9.093,40.19,13.224,10.866,2.889,0.878,13.023,109,7.667,10.827,12.328,10.49,1.217,0.822,0.995,1.801801802,1.217
110,106.045,14.051,9.232,14.051,9.232,38.859,12.971,10.409,1.983,0.883,12.648,110,7.752,9.942,5.16,9.942,1.246,0.802,0.994,1.818485152,1.246
111,106.241,14.031,9.164,14.031,9.164,38.741,12.716,10.637,179.635,0.89,12.496,111,7.836,8.805,174.001,10.237,1.195,0.837,0.994,1.835168502,1.195
112,111.755,14.009,8.951,14.009,8.951,39.95,12.585,11.307,178.943,0.88,12.614,112,9.437,5.182,137.572,10.869,1.113,0.898,0.995,1.851851852,1.113
113,120.902,13.961,8.661,13.961,8.661,41.295,13.024,11.82,1.339,0.891,12.98,113,8.889,13.228,41.711,11.375,1.102,0.908,0.995,1.868535202,1.102
114,130.16,13.932,8.393,13.932,8.393,42.746,13.616,12.171,3.239,0.895,13.498,114,7.204,9.268,5.373,11.796,1.119,0.894,0.994,1.885218552,1.119
115,132.753,13.902,8.189,13.902,8.189,43.044,13.777,12.269,4.206,0.9,13.663,115,7.246,9.732,13.008,11.838,1.123,0.891,0.994,1.901901902,1.123
116,132.629,13.862,7.845,13.862,7.845,42.819,13.318,12.679,6.622,0.909,13.348,116,7.204,8.215,4.163,12.428,1.05,0.952,0.994,1.918585252,1.05
117,127.604,13.804,7.483,13.804,7.483,42.225,13.012,12.487,91.824,0.899,13.085,117,12.933,0.969,97.4,12.512,1.042,0.96,0.994,1.935268602,1.042
