 ,Area,X,Y,XM,YM,Perim.,Major,Minor,Angle,Circ.,Feret,Slice,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,time,AR
15,180.117,14.517,7.368,14.517,7.368,51.323,15.437,14.856,12.922,0.859,16.812,15,8.805,13.65,48.963,13.65,1.039,0.962,0.995,0.2335669,1.039
16,167.104,14.559,7.969,14.559,7.969,50.26,15.086,14.104,8.87,0.831,15.704,16,9.058,13.945,56.267,13.608,1.07,0.935,0.993,0.25025025,1.07
17,163.943,14.548,8.335,14.548,8.335,50.157,15.337,13.61,0.744,0.819,15.749,17,6.698,9.353,174.32,13.692,1.127,0.887,0.994,0.2669336,1.127
18,156.722,14.534,8.886,14.534,8.886,48.509,17.196,11.604,179.399,0.837,16.428,18,6.404,10.49,5.74,10.743,1.482,0.675,0.995,0.28361695,1.482
19,155.396,14.539,9.131,14.539,9.131,49.478,18.723,10.568,179.314,0.798,18.361,19,5.392,8.047,176.448,10.153,1.772,0.564,0.995,0.3003003,1.772
20,169.548,14.505,9.04,14.505,9.04,50.731,18.81,11.477,179.587,0.828,18.396,20,5.35,9.226,176.849,10.996,1.639,0.61,0.996,0.31698365,1.639
21,179.99,14.49,8.799,14.49,8.799,52.92,18.399,12.455,179.865,0.808,18.214,21,5.392,11.248,177.746,12.007,1.477,0.677,0.996,0.333667,1.477
22,190.841,14.513,8.368,14.513,8.368,53.449,18.339,13.25,0.89,0.839,18.387,22,5.308,10.406,2.626,12.976,1.384,0.722,0.995,0.35035035,1.384
23,202.913,14.505,7.789,14.505,7.789,54.949,18.31,14.11,1.74,0.845,18.261,23,5.392,9.058,2.645,13.65,1.298,0.771,0.995,0.3670337,1.298
24,205.13,14.501,7.212,14.501,7.212,54.601,17.716,14.743,2.736,0.865,17.483,24,8.131,13.102,41.874,13.65,1.202,0.832,0.996,0.38371705,1.202
25,197.001,14.49,6.671,14.49,6.671,53.957,16.867,14.871,2.192,0.85,16.81,25,7.499,10.364,29.585,14.071,1.134,0.882,0.995,0.4004004,1.134
26,186.741,14.456,6.356,14.456,6.357,53.095,16.442,14.461,1.522,0.832,16.622,26,6.193,5.687,5.089,14.071,1.137,0.88,0.994,0.41708375,1.137
27,181.537,14.459,6.209,14.459,6.209,52.715,16.341,14.145,179.349,0.821,16.456,27,6.235,5.266,3.229,14.071,1.155,0.866,0.993,0.4337671,1.155
28,167.912,14.455,5.897,14.455,5.897,49.735,16.51,12.949,178.539,0.853,16.037,28,6.614,3.918,169.251,12.344,1.275,0.784,0.994,0.45045045,1.275
29,154.821,14.471,5.746,14.471,5.746,48.627,16.665,11.828,179.853,0.823,16.484,29,6.235,6.067,177.803,11.417,1.409,0.71,0.994,0.4671338,1.409
30,157.059,14.433,5.803,14.433,5.803,48.805,16.422,12.177,179.562,0.829,16.405,30,6.277,4.676,175.139,12.007,1.349,0.741,0.993,0.48381715,1.349
31,170.406,14.384,6.347,14.384,6.347,51.084,15.993,13.566,1.291,0.821,15.983,31,6.446,5.182,2.568,13.236,1.179,0.848,0.993,0.500500501,1.179
32,185.014,14.33,6.686,14.33,6.686,51.74,16.097,14.634,3.339,0.868,16.255,32,8.721,11.838,42.164,13.902,1.1,0.909,0.994,0.517183851,1.1
33,195.794,14.305,7.01,14.305,7.01,53.413,16.52,15.09,4.029,0.862,16.935,33,9.395,13.945,51.362,14.071,1.095,0.913,0.995,0.533867201,1.095
34,201.461,14.269,7.414,14.269,7.414,54.476,17.154,14.953,2.631,0.853,17.434,34,7.625,13.523,46.665,13.86,1.147,0.872,0.995,0.550550551,1.147
35,207.327,14.255,7.509,14.255,7.509,55.001,18.021,14.649,1.266,0.861,17.61,35,5.435,9.184,3.978,13.734,1.23,0.813,0.995,0.567233901,1.23
36,202.233,14.231,7.745,14.231,7.745,55.221,18.351,14.031,179.721,0.833,18.554,36,4.971,7.794,177.527,13.692,1.308,0.765,0.994,0.583917251,1.308
37,186.091,14.162,8.394,14.162,8.394,52.554,18.614,12.729,179.334,0.847,18.19,37,5.098,8.089,176.548,12.386,1.462,0.684,0.996,0.600600601,1.462
38,176.585,14.107,8.663,14.107,8.663,51.519,18.359,12.247,179.267,0.836,17.579,38,5.35,9.563,177.94,11.375,1.499,0.667,0.995,0.617283951,1.499
39,170.379,14.076,8.703,14.076,8.703,50.314,17.754,12.219,179.915,0.846,17.575,39,5.308,9.69,1.648,12.007,1.453,0.688,0.995,0.633967301,1.453
40,165.557,14.034,8.478,14.034,8.478,48.866,16.784,12.559,0.338,0.871,16.955,40,5.561,8.805,177.294,12.386,1.336,0.748,0.995,0.650650651,1.336
41,166.792,14.015,8.141,14.015,8.141,49.313,15.84,13.407,0.854,0.862,16.035,41,7.541,13.565,36.238,12.596,1.181,0.846,0.996,0.667334001,1.181
42,171.754,14.001,7.72,14.001,7.72,51.586,15.433,14.17,4.04,0.811,15.523,42,8.426,13.608,45.99,13.565,1.089,0.918,0.994,0.684017351,1.089
43,174.25,13.958,7.558,13.958,7.558,49.68,15.687,14.143,3.049,0.887,15.794,43,6.067,8.636,3.977,13.692,1.109,0.902,0.994,0.700700701,1.109
44,182.744,13.912,7.35,13.912,7.35,51.461,15.977,14.563,0.528,0.867,16.085,44,8.805,13.692,52.77,13.65,1.097,0.912,0.995,0.717384051,1.097
45,194.534,13.844,7.051,13.844,7.051,53.023,16.554,14.962,179.832,0.87,16.884,45,8.805,13.692,49.554,13.902,1.106,0.904,0.995,0.734067401,1.106
46,199.553,13.803,6.686,13.803,6.686,53.949,17.387,14.613,179.715,0.862,17.217,46,5.224,4.887,174.806,13.987,1.19,0.84,0.994,0.750750751,1.19
47,200.338,13.768,6.424,13.768,6.424,54.932,18.176,14.034,179.189,0.834,18.275,47,4.634,4.845,176.564,13.902,1.295,0.772,0.993,0.767434101,1.295
48,194.067,13.737,6.26,13.737,6.26,54.187,18.718,13.201,179.574,0.831,18.423,48,4.55,4.887,177.903,12.882,1.418,0.705,0.993,0.784117451,1.418
49,187.336,13.698,6.173,13.698,6.173,53.358,18.87,12.64,0.12,0.827,18.122,49,4.634,6.446,1.599,11.854,1.493,0.67,0.994,0.800800801,1.493
50,185.213,13.676,6.469,13.676,6.469,52.27,18.259,12.915,0.698,0.852,18.053,50,4.676,7.288,2.809,12.545,1.414,0.707,0.994,0.817484151,1.414
51,189.792,13.64,6.732,13.64,6.732,53.385,17.149,14.091,0.59,0.837,17.119,51,5.098,6.656,2.398,13.902,1.217,0.822,0.993,0.834167501,1.217
52,183.924,13.617,6.78,13.617,6.78,51.814,15.992,14.644,0.468,0.861,16.195,52,9.732,13.692,52.504,13.86,1.092,0.916,0.995,0.850850851,1.092
53,178.699,13.634,6.887,13.634,6.887,51.001,15.294,14.877,3.936,0.863,16.383,53,9.226,13.608,50.949,13.86,1.028,0.973,0.995,0.867534201,1.028
54,177.359,13.642,7.185,13.642,7.185,50.617,15.42,14.645,179.979,0.87,16.001,54,8.973,13.608,52.919,13.734,1.053,0.95,0.994,0.884217551,1.053
55,181.001,13.642,7.563,13.642,7.564,51.255,15.924,14.472,178.261,0.866,15.915,55,9.774,0.758,123.227,13.692,1.1,0.909,0.995,0.900900901,1.1
56,182.996,13.624,7.853,13.624,7.853,51.978,16.526,14.099,179.118,0.851,16.572,56,5.35,8.847,177.523,13.65,1.172,0.853,0.994,0.917584251,1.172
57,182.325,13.614,8.154,13.614,8.154,51.374,17.586,13.2,179.733,0.868,17.232,57,5.013,8.131,175.934,12.639,1.332,0.751,0.996,0.934267601,1.332
58,184.75,13.624,8.283,13.624,8.283,52.155,18.385,12.795,179.971,0.853,17.838,58,4.718,7.962,177.428,12.259,1.437,0.696,0.995,0.950950951,1.437
59,191.426,13.66,8.214,13.66,8.214,52.956,18.631,13.082,179.84,0.858,18.291,59,4.508,8.763,178.416,12.512,1.424,0.702,0.996,0.967634301,1.424
60,191.128,13.699,8.22,13.699,8.22,53.092,18.407,13.221,0.235,0.852,18.128,60,4.634,9.353,2.131,12.849,1.392,0.718,0.995,0.984317651,1.392
61,186.831,13.734,8.242,13.734,8.242,52.332,17.928,13.268,0.202,0.857,17.626,61,4.929,9.521,2.466,12.849,1.351,0.74,0.995,1.001001001,1.351
62,187.178,13.759,7.915,13.759,7.915,54.857,17.137,13.907,179.945,0.782,16.919,62,5.308,8.384,176.86,13.565,1.232,0.811,0.993,1.017684351,1.232
63,186.01,13.796,7.471,13.796,7.471,52.502,16.331,14.502,179.729,0.848,16.168,63,5.772,6.825,173.116,14.071,1.126,0.888,0.994,1.034367701,1.126
64,178.103,13.83,7.201,13.83,7.201,50.994,15.654,14.486,179.662,0.861,15.787,64,9.774,13.945,55.547,13.65,1.081,0.925,0.995,1.051051051,1.081
65,175.725,13.878,7.057,13.878,7.057,50.45,15.327,14.597,178.93,0.868,15.902,65,9.732,13.734,54.162,13.692,1.05,0.952,0.994,1.067734401,1.05
66,180.577,13.912,6.947,13.912,6.947,51.352,15.525,14.809,1.115,0.861,16.119,66,9.69,13.692,52.861,13.902,1.048,0.954,0.994,1.084417751,1.048
67,183.585,13.957,6.918,13.957,6.918,51.729,16.029,14.582,2.27,0.862,15.887,67,6.024,7.12,4.41,13.945,1.099,0.91,0.994,1.101101101,1.099
68,184.492,13.977,6.761,13.976,6.761,52.333,16.698,14.068,1.495,0.847,16.664,68,5.687,7.373,5.076,13.86,1.187,0.842,0.994,1.117784451,1.187
69,184.095,13.997,6.521,13.997,6.521,51.761,17.61,13.311,0.442,0.863,17.251,69,5.392,6.614,2.8,12.721,1.323,0.756,0.994,1.134467801,1.323
70,190.995,14.024,6.537,14.024,6.537,53.03,17.962,13.539,0.022,0.853,17.539,70,5.266,5.435,175.454,13.088,1.327,0.754,0.994,1.151151151,1.327
71,198.212,14.066,6.805,14.066,6.805,53.646,17.885,14.111,179.574,0.865,17.826,71,5.14,6.109,178.51,13.713,1.267,0.789,0.994,1.167834501,1.267
72,198.831,14.111,7.069,14.111,7.069,53.815,17.569,14.41,179.378,0.863,17.302,72,5.477,5.94,176.65,13.692,1.219,0.82,0.995,1.184517851,1.219
73,197.59,14.131,7.178,14.131,7.178,53.483,16.996,14.802,178.941,0.868,16.752,73,8.089,1.306,137.038,13.818,1.148,0.871,0.995,1.201201201,1.148
74,190.255,14.16,7.26,14.16,7.26,51.948,16.458,14.719,178.925,0.886,16.498,74,7.71,2.149,142.574,13.692,1.118,0.894,0.995,1.217884551,1.118
75,182.18,14.187,7.324,14.187,7.324,51.647,16,14.497,179.327,0.858,15.976,75,9.31,13.776,53.795,13.692,1.104,0.906,0.994,1.234567901,1.104
76,176.33,14.216,7.468,14.216,7.468,50.737,15.754,14.251,0.732,0.861,15.609,76,6.446,8.594,6.665,13.65,1.105,0.905,0.995,1.251251251,1.105
77,174.328,14.261,7.715,14.261,7.715,52.239,15.736,14.105,1.461,0.803,15.562,77,6.53,9.058,6.529,13.565,1.116,0.896,0.994,1.267934601,1.116
78,170.853,14.302,8.011,14.302,8.011,49.843,16.064,13.542,1.001,0.864,15.792,78,6.53,10.195,10.141,13.06,1.186,0.843,0.995,1.284617951,1.186
79,172.53,14.332,8.07,14.332,8.07,49.949,16.415,13.382,0.346,0.869,16.248,79,6.193,8.468,176.581,12.976,1.227,0.815,0.995,1.301301301,1.227
80,181.239,14.358,7.868,14.358,7.868,53.985,16.622,13.883,179.913,0.781,16.446,80,6.193,7.625,173.676,13.565,1.197,0.835,0.993,1.317984651,1.197
81,190.268,14.375,7.684,14.375,7.684,53.626,17.065,14.196,179.397,0.831,16.806,81,6.024,7.415,174.389,13.565,1.202,0.832,0.995,1.334668001,1.202
82,194.202,14.399,7.622,14.399,7.622,54.286,17.385,14.223,178.91,0.828,17.095,82,5.898,7.373,176.468,13.565,1.222,0.818,0.995,1.351351351,1.222
83,195.78,14.441,7.575,14.441,7.575,54.444,17.397,14.328,179.081,0.83,17.135,83,5.94,7.162,173.364,13.608,1.214,0.824,0.995,1.368034701,1.214
84,194.63,14.485,7.432,14.485,7.432,53.006,17.124,14.472,179.744,0.871,16.845,84,6.067,7.541,176.272,13.65,1.183,0.845,0.995,1.384718051,1.183
85,191.302,14.523,7.24,14.523,7.24,52.295,16.81,14.49,0.538,0.879,16.455,85,6.361,6.235,173.384,13.65,1.16,0.862,0.995,1.401401401,1.16
86,184.932,14.546,7.017,14.546,7.017,51.567,16.33,14.419,1.833,0.874,16.149,86,6.488,6.993,4.788,13.608,1.133,0.883,0.995,1.418084751,1.133
87,180.124,14.556,6.912,14.556,6.912,51.033,15.937,14.391,2.981,0.869,15.884,87,10.406,13.439,52.218,13.65,1.107,0.903,0.994,1.434768101,1.107
88,178.981,14.589,6.874,14.589,6.874,50.68,15.725,14.492,3.948,0.876,15.791,88,10.785,13.565,53.68,13.818,1.085,0.922,0.995,1.451451451,1.085
89,178.763,14.63,6.956,14.63,6.956,51.11,15.839,14.37,2.839,0.86,15.692,89,6.867,7.92,6.629,13.86,1.102,0.907,0.994,1.468134801,1.102
90,178.745,14.671,7.028,14.671,7.028,51.817,16.151,14.091,0.615,0.837,16.062,90,6.656,7.373,2.104,13.734,1.146,0.872,0.993,1.484818151,1.146
91,183.126,14.7,7.047,14.7,7.047,52.411,16.365,14.248,179.084,0.838,16.19,91,6.656,6.109,173.726,13.734,1.149,0.871,0.994,1.501501502,1.149
92,188.427,14.71,7.06,14.71,7.06,52.617,16.651,14.409,178.592,0.855,16.43,92,6.53,5.94,175.883,13.734,1.156,0.865,0.995,1.518184852,1.156
93,193.851,14.725,7.182,14.725,7.182,53.493,16.95,14.562,178.722,0.851,16.642,93,6.446,6.109,174.188,13.734,1.164,0.859,0.995,1.534868202,1.164
94,195.789,14.752,7.361,14.752,7.361,53.639,17.048,14.622,179.16,0.855,16.654,94,7.667,3.202,148.763,13.692,1.166,0.858,0.995,1.551551552,1.166
95,194.839,14.793,7.499,14.793,7.499,53.668,16.996,14.596,179.703,0.85,16.639,95,7.667,3.834,152.397,13.692,1.164,0.859,0.995,1.568234902,1.164
96,192.41,14.824,7.502,14.824,7.502,53.385,16.807,14.576,0.701,0.848,16.734,96,6.488,9.1,4.476,13.902,1.153,0.867,0.994,1.584918252,1.153
97,186.393,14.851,7.565,14.851,7.565,53.065,16.685,14.224,1.941,0.832,16.596,97,6.572,8.552,3.93,13.86,1.173,0.853,0.994,1.601601602,1.173
98,180.85,14.874,7.583,14.874,7.583,54.236,16.374,14.063,1.858,0.773,16.155,98,6.825,8.173,2.84,13.565,1.164,0.859,0.993,1.618284952,1.164
99,177.634,14.898,7.633,14.898,7.633,52.624,16.016,14.121,1.848,0.806,15.78,99,7.752,11.248,24.444,13.565,1.134,0.882,0.994,1.634968302,1.134
100,175.563,14.925,7.685,14.925,7.685,51.123,15.78,14.165,1.223,0.844,15.71,100,7.078,8.004,176.002,13.608,1.114,0.898,0.994,1.651651652,1.114
101,177.216,14.954,7.663,14.954,7.663,51.156,15.715,14.358,0.548,0.851,15.728,101,9.816,13.987,56.693,13.734,1.095,0.914,0.995,1.668335002,1.095
102,181.184,14.98,7.518,14.98,7.518,51.52,15.862,14.543,179.335,0.858,15.995,102,9.647,13.86,54.217,13.776,1.091,0.917,0.995,1.685018352,1.091
103,185.818,15.004,7.354,15.004,7.354,52.079,16.273,14.539,179.385,0.861,15.996,103,7.162,6.024,169.223,13.776,1.119,0.893,0.995,1.701701702,1.119
104,190.537,15.021,7.255,15.021,7.255,52.874,16.742,14.491,0.379,0.856,16.543,104,6.783,6.698,176.642,13.776,1.155,0.866,0.995,1.718385052,1.155
105,194.662,15.039,7.238,15.039,7.238,53.394,17.063,14.526,0.998,0.858,16.821,105,6.656,6.446,175.403,13.776,1.175,0.851,0.995,1.735068402,1.175
106,194.33,15.059,7.24,15.059,7.24,52.858,17.083,14.484,1.464,0.874,16.768,106,6.741,8.215,7.071,13.65,1.179,0.848,0.995,1.751751752,1.179
107,192.411,15.087,7.19,15.087,7.19,52.932,16.874,14.519,2.215,0.863,16.585,107,6.825,7.667,3.349,13.692,1.162,0.86,0.995,1.768435102,1.162
108,188.354,15.116,7.135,15.116,7.135,51.869,16.532,14.506,2.207,0.88,16.237,108,7.836,10.322,24.038,13.65,1.14,0.877,0.995,1.785118452,1.14
109,183.836,15.136,7.139,15.136,7.139,51.522,16.139,14.504,1.543,0.87,16.044,109,10.785,13.86,53.973,13.65,1.113,0.899,0.995,1.801801802,1.113
110,178.965,15.149,7.249,15.149,7.249,50.595,15.765,14.453,0.778,0.879,15.691,110,10.574,13.608,54.176,13.65,1.091,0.917,0.995,1.818485152,1.091
111,176.325,15.172,7.426,15.172,7.426,50.427,15.581,14.409,179.534,0.871,15.639,111,11.164,0.843,122.234,13.608,1.081,0.925,0.995,1.835168502,1.081
112,176.058,15.19,7.538,15.19,7.538,50.228,15.586,14.382,179.059,0.877,15.613,112,11.585,0.758,122.661,13.608,1.084,0.923,0.995,1.851851852,1.084
113,178.327,15.212,7.557,15.212,7.557,50.972,15.789,14.381,178.886,0.863,15.692,113,10.322,14.029,56.609,13.608,1.098,0.911,0.995,1.868535202,1.098
114,181.995,15.228,7.549,15.228,7.549,52.104,16.165,14.335,179.784,0.842,15.934,114,7.33,7.078,173.777,13.608,1.128,0.887,0.995,1.885218552,1.128
115,186.768,15.236,7.583,15.236,7.583,52.377,16.626,14.303,0.712,0.856,16.42,115,7.078,8.973,5.447,13.608,1.162,0.86,0.995,1.901901902,1.162
116,189.888,15.244,7.644,15.244,7.644,53.373,16.951,14.263,1.675,0.838,16.698,116,6.909,8.721,2.458,13.608,1.188,0.841,0.995,1.918585252,1.188
