time_n,cent_xn,ave_xn,time_e,back_xe,front_xe,ave_xe
0.139,0.1974006,1.51E-01,,,,
0.14,0.2000868,1.55E-01,,,,
0.141,0.202767,1.58E-01,,,,
0.142,0.2055552,1.59E-01,,,,
0.143,0.2083395,1.62E-01,,,,
0.144,0.2110957,1.65E-01,,,,
0.145,0.2139376,1.67E-01,,,,
0.146,0.2166247,1.68E-01,,,,
0.147,0.219463,1.69E-01,,,,
0.148,0.2223047,1.69E-01,,,,
0.149,0.2251064,1.71E-01,,,,
0.15,0.2279374,1.72E-01,,,,
0.151,0.2308345,1.77E-01,,,,
0.152,0.2336961,1.79E-01,,,,
0.153,0.2365328,1.83E-01,,,,
0.154,0.2395024,1.85E-01,,,,
0.155,0.242403,1.86E-01,,,,
0.156,0.2452986,1.86E-01,,,,
0.157,0.2482993,1.88E-01,,,,
0.158,0.251238,1.89E-01,,,,
0.159,0.2541739,1.92E-01,,,,
0.16,0.2572912,1.95E-01,,,,
0.161,0.2602425,1.97E-01,,,,
0.162,0.2633363,2.01E-01,,,,
0.163,0.2663357,2.05E-01,,,,
0.164,0.2693896,2.07E-01,,,,
0.165,0.2724725,2.07E-01,,,,
0.166,0.275584,2.10E-01,,,,
0.167,0.2786499,2.14E-01,,,,
0.168,0.2818413,2.19E-01,,,,
0.169,0.2849982,2.26E-01,,,,
0.17,0.2881907,2.34E-01,,,,
0.171,0.2913683,2.39E-01,,,,
0.172,0.2945918,2.43E-01,,,,
0.173,0.2978302,2.46E-01,,,,
0.174,0.3010075,2.49E-01,,,,
0.175,0.3041987,2.49E-01,,,,
0.176,0.3074955,2.53E-01,,,,
0.177,0.3107395,2.58E-01,,,,
0.178,0.3139988,2.64E-01,,,,
0.179,0.317278,2.68E-01,,,,
0.18,0.3205795,2.69E-01,,,,
0.181,0.3238969,2.71E-01,,,,
0.182,0.3272384,2.72E-01,,,,
0.183,0.3305744,2.81E-01,,,,
0.184,0.3339407,2.82E-01,,,,
0.185,0.3373113,2.85E-01,,,,
0.186,0.3406934,2.90E-01,,,,
0.187,0.3441401,2.90E-01,,,,
0.188,0.3475886,2.88E-01,,,,
0.189,0.351025,2.87E-01,,,,
0.19,0.3544738,2.85E-01,,,,
0.191,0.3579177,2.86E-01,,,,
0.192,0.3614638,2.95E-01,,,,
0.193,0.3649764,3.01E-01,,,,
0.194,0.3684617,3.03E-01,,,,
0.195,0.3720056,3.06E-01,,,,
0.196,0.3755655,3.11E-01,,,,
0.197,0.37914,3.15E-01,,,,
0.198,0.3827315,3.19E-01,,,,
0.199,0.3863433,3.26E-01,,,,
0.2,0.3899741,3.30E-01,,,,
0.201,0.3936246,3.33E-01,,,,
0.202,0.3972964,3.34E-01,,,,
0.203,0.4009903,3.41E-01,,,,
0.204,0.4047053,3.48E-01,,,,
0.205,0.4084352,3.50E-01,,,,
0.206,0.4121786,3.53E-01,,,,
0.207,0.4159324,3.55E-01,,,,
0.208,0.4196968,3.62E-01,,,,
0.209,0.4234731,3.67E-01,,,,
0.21,0.4272614,3.73E-01,,,,
0.211,0.431065,3.82E-01,,,,
0.212,0.4348828,3.87E-01,,,,
0.213,0.438714,3.92E-01,,,,
0.214,0.4425616,3.95E-01,,,,
0.215,0.4464182,4.00E-01,,,,
0.216,0.450292,4.07E-01,,,,
0.217,0.4541815,4.05E-01,,,,
0.218,0.4580876,4.08E-01,,,,
0.219,0.4620075,4.13E-01,,,,
0.22,0.4659417,4.16E-01,,,,
0.221,0.4698892,4.22E-01,,,,
0.222,0.4738525,4.27E-01,,,,
0.223,0.4778278,4.29E-01,,,,
0.224,0.4818142,4.34E-01,,,,
0.225,0.4858157,4.37E-01,,,,
0.226,0.489834,4.40E-01,,,,
0.227,0.4938659,4.44E-01,,,,
0.228,0.4979183,4.47E-01,,,,
0.229,0.50199,4.52E-01,,,,
0.23,0.5060832,4.58E-01,,,,
0.231,0.5101931,4.61E-01,,,,
0.232,0.5143201,4.66E-01,,,,
0.233,0.5184607,4.66E-01,,,,
0.234,0.5226151,4.65E-01,,,,
0.235,0.5267818,4.67E-01,,,,
0.236,0.5309608,4.70E-01,,,,
0.237,0.5351547,4.73E-01,,,,
0.238,0.5393682,4.79E-01,,,,
0.239,0.5435984,4.84E-01,,,,
0.24,0.547848,4.90E-01,,,,
0.241,0.5521156,4.94E-01,,,,
0.242,0.5563993,4.98E-01,,,,
0.243,0.560698,4.99E-01,,,,
0.244,0.5650131,5.00E-01,,,,
0.245,0.5693426,5.04E-01,,,,
0.246,0.5736861,5.06E-01,,,,
0.247,0.5780452,5.10E-01,,,,
0.248,0.5824181,5.16E-01,,,,
0.249,0.5868155,5.20E-01,,,,
0.25,0.5912046,5.25E-01,,,,
0.251,0.5956393,5.29E-01,,,,
0.252,0.6000858,5.37E-01,,,,
0.253,0.6045334,5.44E-01,,,,
0.254,0.6089903,5.46E-01,,,,
0.255,0.6134851,5.51E-01,,,,
0.256,0.6179721,5.56E-01,,,,
0.257,0.6224891,5.61E-01,,,,
0.258,0.6270811,5.63E-01,,,,
0.259,0.631614,5.67E-01,,,,
0.26,0.6361986,5.71E-01,,,,
0.261,0.6407547,5.76E-01,,,,
0.262,0.645368,5.82E-01,,,,
0.263,0.6500553,5.88E-01,,,,
0.264,0.654673,5.92E-01,,,,
0.265,0.659312,6.01E-01,,,,
0.266,0.6640095,6.08E-01,,,,
0.267,0.6686261,6.15E-01,,,,
0.268,0.6733441,6.20E-01,,,,
0.269,0.6780875,6.25E-01,,,,
0.27,0.6828587,6.29E-01,,,,
0.271,0.6876115,6.33E-01,,,,
0.272,0.6924205,6.39E-01,,,,
0.273,0.6972053,6.45E-01,,,,
0.274,0.7020478,6.50E-01,,,,
0.275,0.7068792,6.57E-01,,,,
0.276,0.7117188,6.65E-01,,,,
0.277,0.716571,6.72E-01,,,,
0.278,0.7214092,6.81E-01,,,,
0.279,0.7262825,6.91E-01,,,,
0.28,0.7311722,6.98E-01,,,,
0.281,0.7360723,7.07E-01,,,,
0.282,0.7409702,7.14E-01,,,,
0.283,0.7458854,7.20E-01,,,,
0.284,0.7508185,7.23E-01,,,,
0.285,0.755766,7.28E-01,,,,
0.286,0.760724,7.33E-01,,,,
0.287,0.7656875,7.37E-01,,,,
0.288,0.7706559,7.40E-01,,,,
0.289,0.7756359,7.44E-01,,,,
0.29,0.7806282,7.49E-01,,,,
0.291,0.785631,7.57E-01,,,,
0.292,0.790645,7.60E-01,,,,
0.293,0.7956698,7.63E-01,,,,
0.294,0.800707,7.67E-01,,,,
0.295,0.8057577,7.70E-01,,,,
0.296,0.8108506,7.68E-01,,,,
0.297,0.8159439,7.69E-01,,,,
0.298,0.8210323,7.78E-01,,,,
0.299,0.8261238,7.81E-01,,,,
0.3,0.8312269,7.82E-01,,,,
0.301,0.8363438,7.93E-01,,,,
0.302,0.8414598,8.00E-01,,,,
0.303,0.8465941,8.05E-01,,,,
0.304,0.8517319,8.11E-01,,,,
0.305,0.8568833,8.18E-01,,,,
0.306,0.8620494,8.23E-01,,,,
0.307,0.8672166,8.29E-01,,,,
0.308,0.8723929,8.33E-01,,,,
0.309,0.8775833,8.39E-01,,,,
0.31,0.8827882,8.46E-01,,,,
0.311,0.888019,8.52E-01,,,,
0.312,0.893254,8.59E-01,,,,
0.313,0.8985072,8.66E-01,,,,
0.314,0.9037751,8.71E-01,,,,
0.315,0.9090532,8.76E-01,,,,
0.316,0.9143492,8.79E-01,,,,
0.317,0.9197039,8.81E-01,,,,
0.318,0.9249935,8.82E-01,,,,
0.319,0.9303634,8.86E-01,,,,
0.32,0.9356961,8.89E-01,,,,
0.321,0.9410658,8.96E-01,,,,
0.322,0.9464989,9.03E-01,,,,
0.323,0.9518751,9.07E-01,,,,
0.324,0.9573109,9.11E-01,,,,
0.325,0.9627425,9.15E-01,,,,
0.326,0.968169,9.20E-01,,,,
0.327,0.9736342,9.26E-01,,,,
0.328,0.9790665,9.31E-01,,,,
0.329,0.9845455,9.42E-01,,,,
0.33,0.9900354,9.47E-01,,,,
0.331,0.9955426,9.56E-01,,,,
0.332,1.00105,9.62E-01,,,,
0.333,1.00657,9.73E-01,,,,
0.334,1.012103,9.81E-01,,,,
0.335,1.01767,9.84E-01,,,,
0.336,1.023234,9.91E-01,,,,
0.337,1.0288,9.98E-01,,,,
0.338,1.034389,1.00E+00,,,,
0.339,1.040004,1.01E+00,,,,
0.34,1.045646,1.02E+00,,,,
0.341,1.051284,1.02E+00,,,,
0.342,1.056877,1.02E+00,,,,
0.343,1.062533,1.03E+00,,,,
0.344,1.068186,1.03E+00,,,,
0.345,1.073861,1.01E+00,,,,
0.346,1.079559,1.04E+00,,,,
0.347,1.085158,1.03E+00,,,,
0.348,1.090835,1.03E+00,,,,
0.349,1.096511,1.05E+00,,,,
0.35,1.102189,1.06E+00,,,,
0.351,1.10788,1.06E+00,,,,
0.352,1.11358,1.07E+00,,,,
0.353,1.119298,1.07E+00,,,,
0.354,1.125034,1.07E+00,,,,
0.355,1.130786,1.08E+00,,,,
0.356,1.136527,1.09E+00,,,,
0.357,1.142275,1.09E+00,,,,
0.358,1.148047,1.09E+00,,,,
0.359,1.153844,1.10E+00,,,,
0.36,1.159655,1.11E+00,,,,
0.361,1.165533,1.11E+00,,,,
0.362,1.171308,1.12E+00,,,,
0.363,1.177112,1.13E+00,,,,
0.364,1.183027,1.14E+00,,,,
0.365,1.188846,1.14E+00,,,,
0.366,1.19476,1.15E+00,,,,
0.367,1.200562,1.16E+00,,,,
0.368,1.206499,1.16E+00,,,,
0.369,1.212393,1.17E+00,,,,
0.37,1.218249,1.18E+00,,,,
0.371,1.224207,1.19E+00,,,,
0.372,1.230087,1.19E+00,,,,
0.373,1.236023,1.20E+00,,,,
0.374,1.241951,1.20E+00,,,,
0.375,1.247886,1.21E+00,,,,
0.376,1.253864,1.22E+00,,,,
0.377,1.259749,1.23E+00,,,,
0.378,1.265738,1.23E+00,,,,
0.379,1.271747,1.24E+00,,,,
0.38,1.277648,1.24E+00,,,,
0.381,1.28366,1.25E+00,,,,
0.382,1.289661,1.25E+00,,,,
0.383,1.295662,1.26E+00,,,,
0.384,1.301678,1.27E+00,,,,
0.385,1.307734,1.27E+00,,,,
0.386,1.313758,1.28E+00,,,,
0.387,1.319776,1.29E+00,,,,
0.388,1.325858,1.29E+00,,,,
0.389,1.331889,1.30E+00,,,,
0.39,1.337916,1.30E+00,,,,
0.391,1.344035,1.30E+00,,,,
0.392,1.350112,1.31E+00,,,,
0.393,1.356244,1.31E+00,,,,
0.394,1.362351,1.32E+00,,,,
0.395,1.368422,1.33E+00,,,,
0.396,1.374598,1.33E+00,,,,
0.397,1.380727,1.34E+00,,,,
0.398,1.386871,1.34E+00,,,,
0.399,1.393032,1.35E+00,,,,
0.4,1.399197,1.36E+00,,,,
0.401,1.405366,1.37E+00,,,,
0.402,1.411547,1.38E+00,,,,
0.403,1.417738,1.39E+00,,,,
0.404,1.423937,1.39E+00,,,,
0.405,1.430135,1.40E+00,,,,
0.406,1.436354,1.41E+00,,,,
0.407,1.442608,1.41E+00,,,,
0.408,1.448832,1.42E+00,,,,
0.409,1.455107,1.42E+00,,,,
0.41,1.461368,1.43E+00,,,,
0.411,1.467637,1.44E+00,,,,
0.412,1.473889,1.45E+00,,,,
0.413,1.480176,1.45E+00,,,,
0.414,1.486473,1.46E+00,,,,
0.415,1.492777,1.47E+00,,,,
0.416,1.499085,1.48E+00,,,,
0.417,1.505403,1.49E+00,,,,
0.418,1.511725,1.49E+00,,,,
0.419,1.518055,1.50E+00,,,,
0.42,1.524407,1.51E+00,,,,
0.421,1.530757,1.52E+00,,,,
0.422,1.537113,1.53E+00,,,,
0.423,1.543477,1.54E+00,,,,
0.424,1.549848,1.55E+00,,,,
0.425,1.556225,1.55E+00,,,,
0.426,1.562611,1.55E+00,,,,
0.427,1.568992,1.56E+00,,,,
0.428,1.575396,1.56E+00,,,,
0.429,1.581732,1.57E+00,,,,
0.43,1.588152,1.58E+00,,,,
0.431,1.594573,1.59E+00,,,,
0.432,1.601026,1.59E+00,,,,
0.433,1.60747,1.60E+00,,,,
0.434,1.613908,1.60E+00,,,,
0.435,1.620338,1.61E+00,,,,
0.436,1.626787,1.61E+00,,,,
0.437,1.633265,1.61E+00,,,,
0.438,1.639726,1.61E+00,,,,
0.439,1.646219,1.62E+00,,,,
0.44,1.652709,1.63E+00,,,,
0.441,1.659203,1.63E+00,,,,
0.442,1.665706,1.64E+00,,,,
0.443,1.672224,1.64E+00,,,,
0.444,1.678717,1.65E+00,,,,
0.445,1.685228,1.66E+00,,,,
0.446,1.691815,1.66E+00,,,,
0.447,1.698333,1.67E+00,,,,
0.448,1.704774,1.68E+00,,,,
0.449,1.711381,1.68E+00,,,,
0.45,1.717912,1.69E+00,,,,
0.451,1.724445,1.70E+00,,,,
0.452,1.730986,1.70E+00,,,,
0.453,1.737526,1.71E+00,,,,
0.454,1.74408,1.72E+00,,,,
0.455,1.750613,1.72E+00,,,,
0.456,1.757176,1.73E+00,,,,
0.457,1.763716,1.72E+00,,,,
0.458,1.770257,1.73E+00,,,,
0.459,1.776808,1.74E+00,,,,
0.46,1.7834,1.76E+00,,,,
0.461,1.789951,1.74E+00,,,,
0.462,1.79652,1.74E+00,,,,
0.463,1.803083,1.74E+00,,,,
0.464,1.809661,1.78E+00,,,,
0.465,1.816228,1.78E+00,,,,
0.466,1.822797,1.78E+00,,,,
0.467,1.829362,1.79E+00,,,,
0.468,1.835931,1.79E+00,,,,
0.469,1.842502,1.79E+00,,,,
0.47,1.849083,1.83E+00,,,,
0.471,1.855661,1.84E+00,,,,
0.472,1.86224,1.84E+00,,,,
0.473,1.868822,1.85E+00,,,,
0.474,1.875407,1.85E+00,,,,
0.475,1.881987,1.81E+00,,,,
0.476,1.88858,1.81E+00,,,,
0.477,1.895175,1.82E+00,,,,
0.478,1.901778,1.87E+00,,,,
0.479,1.908372,1.88E+00,,,,
0.48,1.91497,1.89E+00,,,,
0.481,1.921569,1.90E+00,,,,
0.482,1.928168,1.90E+00,,,,
0.483,1.934769,1.91E+00,,,,
0.484,1.941371,1.92E+00,,,,
0.485,1.947977,1.92E+00,,,,
0.486,1.954586,1.93E+00,,,,
0.487,1.9612,1.94E+00,,,,
0.488,1.967815,1.95E+00,,,,
0.489,1.974433,1.95E+00,,,,
0.49,1.981052,1.96E+00,,,,
0.491,1.987674,1.97E+00,,,,
0.492,1.994299,1.97E+00,,,,
0.493,2.000925,1.98E+00,,,,
0.494,2.007555,1.99E+00,,,,
0.495,2.014196,2.00E+00,,,,
0.496,2.020824,2.01E+00,,,,
0.497,2.02746,2.01E+00,,,,
0.498,2.034099,2.02E+00,,,,
0.499,2.040742,2.03E+00,,,,
0.5,2.047382,2.03E+00,,,,
0.501,2.05402,2.04E+00,,,,
0.502,2.060657,2.05E+00,,,,
0.503,2.067291,2.06E+00,,,,
0.504,2.073922,2.07E+00,,,,
0.505,2.080551,2.07E+00,,,,
0.506,2.087178,2.07E+00,,,,
0.507,2.093807,2.08E+00,,,,
0.508,2.100435,2.09E+00,,,,
0.509,2.107058,2.10E+00,,,,
0.51,2.113685,2.11E+00,,,,
0.511,2.120314,2.11E+00,,,,
0.512,2.126945,2.12E+00,,,,
0.513,2.133578,2.12E+00,,,,
0.514,2.140217,2.13E+00,,,,
0.515,2.146861,2.13E+00,,,,
0.516,2.153508,2.14E+00,,,,
0.517,2.160158,2.14E+00,,,,
0.518,2.166809,2.15E+00,,,,
0.519,2.173465,2.15E+00,,,,
0.52,2.180126,2.15E+00,,,,
0.521,2.186792,2.16E+00,,,,
0.522,2.193464,2.16E+00,,,,
0.523,2.200143,2.17E+00,,,,
0.524,2.206829,2.18E+00,,,,
0.525,2.213522,2.18E+00,,,,
0.526,2.220222,2.19E+00,,,,
0.527,2.226931,2.19E+00,,,,
0.528,2.233646,2.20E+00,,,,
0.529,2.240362,2.20E+00,,,,
0.53,2.247086,2.21E+00,,,,
0.531,2.25382,2.21E+00,,,,
0.532,2.26056,2.22E+00,,,,
0.533,2.267306,2.23E+00,,,,
0.534,2.274059,2.23E+00,,,,
0.535,2.28082,2.24E+00,,,,
0.536,2.287587,2.25E+00,,,,
0.537,2.294362,2.26E+00,,,,
0.538,2.301146,2.27E+00,,,,
0.539,2.307929,2.28E+00,,,,
0.54,2.314721,2.28E+00,,,,
0.541,2.321511,2.29E+00,,,,
0.542,2.328305,2.30E+00,,,,
0.543,2.335103,2.31E+00,,,,
0.544,2.341906,2.31E+00,,,,
0.545,2.348715,2.32E+00,,,,
0.546,2.355527,2.33E+00,,,,
0.547,2.362337,2.34E+00,,,,
0.548,2.369148,2.34E+00,,,,
0.549,2.37596,2.35E+00,,,,
0.55,2.382774,2.36E+00,,,,
0.551,2.389591,2.37E+00,,,,
0.552,2.396411,2.38E+00,,,,
0.553,2.403231,2.39E+00,,,,
0.554,2.41005,2.40E+00,,,,
0.555,2.416871,2.41E+00,,,,
0.556,2.423685,2.41E+00,,,,
0.557,2.430502,2.42E+00,,,,
0.558,2.437317,2.42E+00,,,,
0.559,2.444135,2.43E+00,,,,
0.56,2.450953,2.44E+00,,,,
0.561,2.457776,2.44E+00,,,,
0.562,2.464602,2.45E+00,,,,
0.563,2.471434,2.45E+00,,,,
0.564,2.478268,2.46E+00,,,,
0.565,2.485108,2.46E+00,,,,
0.566,2.49196,2.47E+00,,,,
0.567,2.498808,2.47E+00,,,,
0.568,2.505659,2.48E+00,,,,
0.569,2.512515,2.48E+00,,,,
0.57,2.519375,2.49E+00,,,,
0.571,2.526234,2.50E+00,,,,
0.572,2.533092,2.51E+00,,,,
0.573,2.539956,2.52E+00,,,,
0.574,2.54682,2.53E+00,,,,
0.575,2.553685,2.54E+00,,,,
0.576,2.560553,2.55E+00,,,,
0.577,2.567426,2.55E+00,,,,
0.578,2.574299,2.56E+00,,,,
0.579,2.581178,2.56E+00,,,,
0.58,2.588056,2.57E+00,,,,
0.581,2.594932,2.58E+00,,,,
0.582,2.601805,2.58E+00,,,,
0.583,2.608675,2.59E+00,,,,
0.584,2.61554,2.60E+00,,,,
0.585,2.622398,2.61E+00,,,,
0.586,2.62925,2.61E+00,,,,
0.587,2.636099,2.62E+00,,,,
0.588,2.642943,2.63E+00,,,,
0.589,2.649784,2.64E+00,,,,
0.59,2.65662,2.65E+00,,,,
0.591,2.663451,2.66E+00,,,,
0.592,2.670275,2.66E+00,,,,
0.593,2.677092,2.67E+00,,,,
0.594,2.683895,2.67E+00,,,,
0.595,2.690694,2.68E+00,,,,
0.596,2.697486,2.69E+00,,,,
0.597,2.704271,2.69E+00,,,,
0.598,2.711049,2.69E+00,,,,
0.599,2.717817,2.70E+00,,,,
0.6,2.724575,2.70E+00,,,,
0.601,2.731323,2.70E+00,,,,
0.602,2.73806,2.71E+00,,,,
0.603,2.744786,2.71E+00,,,,
0.604,2.751504,2.71E+00,,,,
0.605,2.758216,2.71E+00,,,,
0.606,2.764921,2.72E+00,,,,
0.607,2.771627,2.72E+00,,,,
0.608,2.778329,2.73E+00,,,,
0.609,2.785026,2.73E+00,,,,
0.61,2.791721,2.73E+00,,,,
0.611,2.798414,2.73E+00,,,,
0.612,2.805107,2.74E+00,,,,
0.613,2.811799,2.75E+00,,,,
0.614,2.818492,2.74E+00,,,,
0.615,2.825195,2.76E+00,,,,
0.616,2.831896,2.76E+00,,,,
0.617,2.838598,2.77E+00,,,,
0.618,2.845299,2.78E+00,,,,
0.619,2.852001,2.78E+00,,,,
0.62,2.858706,2.79E+00,,,,
0.621,2.865416,2.80E+00,,,,
0.622,2.87213,2.81E+00,,,,
0.623,2.878846,2.81E+00,,,,
0.624,2.885566,2.82E+00,,,,
0.625,2.892292,2.83E+00,,,,
0.626,2.899025,2.84E+00,,,,
0.627,2.905774,2.85E+00,,,,
0.628,2.912518,2.86E+00,,,,
0.629,2.919269,2.87E+00,,,,
0.63,2.926025,2.87E+00,,,,
0.631,2.932804,2.88E+00,,,,
0.632,2.939569,2.89E+00,,,,
0.633,2.946341,2.90E+00,,,,
0.634,2.953097,2.91E+00,,,,
0.635,2.959896,2.92E+00,,,,
0.636,2.96668,2.92E+00,,,,
0.637,2.973449,2.93E+00,,,,
0.638,2.980239,2.94E+00,,,,
0.639,2.987043,2.94E+00,,,,
0.64,2.993828,2.95E+00,,,,
0.641,3.000607,2.96E+00,,,,
0.642,3.007391,2.96E+00,,,,
0.643,3.01417,2.97E+00,,,,
0.644,3.020949,2.97E+00,,,,
0.645,3.027726,2.98E+00,,,,
0.646,3.034497,2.99E+00,,,,
0.647,3.041261,3.00E+00,,,,
0.648,3.048025,3.00E+00,,,,
0.649,3.054781,3.01E+00,,,,
0.65,3.061517,3.01E+00,,,,
0.651,3.06826,3.01E+00,,,,
0.652,3.075014,3.01E+00,,,,
0.653,3.081751,3.02E+00,,,,
0.654,3.088483,3.03E+00,,,,
0.655,3.095209,3.03E+00,,,,
