time_n,cent_xn,ave_xn,time_e,back_xe,front_xe,ave_xe
0.656,3.101918,3.03E+00,,,,
0.657,3.108636,3.04E+00,,,,
0.658,3.115353,3.04E+00,,,,
0.659,3.122066,3.04E+00,,,,
0.66,3.128772,3.05E+00,,,,
0.661,3.135474,3.06E+00,,,,
0.662,3.142173,3.07E+00,,,,
0.663,3.148869,3.07E+00,,,,
0.664,3.155562,3.07E+00,,,,
0.665,3.162257,3.08E+00,,,,
0.666,3.168954,3.08E+00,,,,
0.667,3.175652,3.10E+00,,,,
0.668,3.182354,3.11E+00,,,,
0.669,3.189054,3.12E+00,,,,
0.67,3.195756,3.12E+00,,,,
0.671,3.202462,3.12E+00,,,,
0.672,3.209171,3.14E+00,,,,
0.673,3.215878,3.15E+00,,,,
0.674,3.222584,3.16E+00,,,,
0.675,3.229293,3.17E+00,,,,
0.676,3.236003,3.18E+00,,,,
0.677,3.242717,3.19E+00,,,,
0.678,3.249432,3.20E+00,,,,
0.679,3.256149,3.21E+00,,,,
0.68,3.262863,3.22E+00,,,,
0.681,3.269576,3.22E+00,,,,
0.682,3.276287,3.21E+00,,,,
0.683,3.282993,3.22E+00,,,,
0.684,3.289697,3.23E+00,,,,
0.685,3.2964,3.24E+00,,,,
0.686,3.303112,3.27E+00,,,,
0.687,3.309808,3.27E+00,,,,
0.688,3.316508,3.27E+00,,,,
0.689,3.323203,3.28E+00,,,,
0.69,3.329894,3.28E+00,,,,
0.691,3.336576,3.28E+00,,,,
0.692,3.343259,3.29E+00,,,,
0.693,3.349944,3.30E+00,,,,
0.694,3.35663,3.30E+00,,,,
0.695,3.363318,3.31E+00,,,,
0.696,3.370006,3.31E+00,,,,
0.697,3.376692,3.32E+00,,,,
0.698,3.383375,3.34E+00,,,,
0.699,3.390058,3.34E+00,,,,
0.7,3.396739,3.34E+00,,,,
0.701,3.403418,3.35E+00,,,,
0.702,3.410096,3.35E+00,,,,
0.703,3.416775,3.35E+00,,,,
0.704,3.423455,3.35E+00,,,,
0.705,3.430133,3.36E+00,,,,
0.706,3.436813,3.36E+00,,,,
0.707,3.443496,3.36E+00,,,,
0.708,3.450177,3.37E+00,,,,
0.709,3.456856,3.37E+00,,,,
0.71,3.463535,3.38E+00,,,,
0.711,3.470214,3.38E+00,,,,
0.712,3.476892,3.39E+00,,,,
0.713,3.483578,3.38E+00,,,,
0.714,3.49024,3.39E+00,,,,
0.715,3.496914,3.40E+00,,,,
0.716,3.503607,3.39E+00,,,,
0.717,3.510297,3.41E+00,,,,
0.718,3.516979,3.41E+00,,,,
0.719,3.523665,3.43E+00,,,,
0.72,3.530346,3.43E+00,,,,
0.721,3.537066,3.49E+00,,,,
0.722,3.543766,3.49E+00,,,,
0.723,3.550471,3.50E+00,,,,
0.724,3.557182,3.51E+00,,,,
0.725,3.563892,3.52E+00,,,,
0.726,3.570595,3.53E+00,,,,
0.727,3.577329,3.54E+00,,,,
0.728,3.584066,3.54E+00,,,,
0.729,3.590782,3.55E+00,,,,
0.73,3.597519,3.56E+00,,,,
0.731,3.604246,3.57E+00,,,,
0.732,3.610972,3.58E+00,,,,
0.733,3.617702,3.59E+00,,,,
0.734,3.624427,3.60E+00,,,,
0.735,3.631169,3.61E+00,,,,
0.736,3.637908,3.62E+00,,,,
0.737,3.644653,3.62E+00,,,,
0.738,3.651387,3.63E+00,,,,
0.739,3.658135,3.64E+00,,,,
0.74,3.664876,3.64E+00,,,,
0.741,3.671628,3.65E+00,,,,
0.742,3.678378,3.66E+00,,,,
0.743,3.685134,3.66E+00,,,,
0.744,3.691896,3.67E+00,,,,
0.745,3.698659,3.68E+00,,,,
0.746,3.705423,3.68E+00,,,,
0.747,3.712186,3.69E+00,,,,
0.748,3.718947,3.70E+00,,,,
0.749,3.725709,3.71E+00,,,,
0.75,3.732467,3.72E+00,,,,
0.751,3.739225,3.73E+00,,,,
0.752,3.745976,3.74E+00,,,,
0.753,3.752725,3.75E+00,,,,
0.754,3.759471,3.76E+00,,,,
0.755,3.766213,3.76E+00,,,,
0.756,3.772951,3.77E+00,,,,
0.757,3.779692,3.78E+00,,,,
0.758,3.786434,3.79E+00,,,,
0.759,3.793192,3.80E+00,,,,
0.76,3.799949,3.81E+00,,,,
0.761,3.806701,3.81E+00,,,,
0.762,3.813446,3.82E+00,,,,
0.763,3.820192,3.82E+00,,,,
0.764,3.826926,3.84E+00,,,,
0.765,3.833656,3.84E+00,,,,
0.766,3.840379,3.84E+00,,,,
0.767,3.847095,3.85E+00,,,,
0.768,3.85381,3.85E+00,,,,
0.769,3.860522,3.86E+00,,,,
0.77,3.867228,3.87E+00,,,,
0.771,3.873937,3.87E+00,,,,
0.772,3.880642,3.87E+00,,,,
0.773,3.887344,3.88E+00,,,,
0.774,3.894043,3.88E+00,,,,
0.775,3.900739,3.88E+00,,,,
0.776,3.907434,3.89E+00,,,,
0.777,3.914124,3.88E+00,,,,
0.778,3.920811,3.89E+00,,,,
0.779,3.92749,3.89E+00,,,,
0.78,3.934165,3.89E+00,,,,
0.781,3.940839,3.89E+00,,,,
0.782,3.947514,3.89E+00,,,,
0.783,3.954179,3.89E+00,,,,
0.784,3.960839,3.90E+00,,,,
0.785,3.967497,3.90E+00,,,,
0.786,3.974153,3.91E+00,,,,
0.787,3.980808,3.91E+00,,,,
0.788,3.98746,3.91E+00,,,,
0.789,3.994113,3.92E+00,,,,
0.79,4.000766,3.92E+00,,,,
0.791,4.007418,3.93E+00,,,,
0.792,4.014073,3.93E+00,,,,
0.793,4.020726,3.94E+00,,,,
0.794,4.027382,3.95E+00,,,,
0.795,4.03406,3.99E+00,,,,
0.796,4.040704,3.96E+00,,,,
0.797,4.047379,4.01E+00,,,,
0.798,4.054043,4.02E+00,,,,
0.799,4.060712,4.03E+00,,,,
0.8,4.067379,4.04E+00,,,,
0.801,4.074052,4.05E+00,,,,
0.802,4.080729,4.06E+00,,,,
0.803,4.087412,4.07E+00,,,,
0.804,4.09412,4.08E+00,,,,
0.805,4.100805,4.09E+00,,,,
0.806,4.107469,4.10E+00,,,,
0.807,4.114154,4.10E+00,,,,
0.808,4.120868,4.11E+00,,,,
0.809,4.127557,4.12E+00,,,,
0.81,4.134255,4.12E+00,,,,
0.811,4.140957,4.13E+00,,,,
0.812,4.147664,4.13E+00,,,,
0.813,4.154372,4.14E+00,,,,
0.814,4.161082,4.15E+00,,,,
0.815,4.167793,4.16E+00,,,,
0.816,4.174501,4.16E+00,,,,
0.817,4.181211,4.17E+00,,,,
0.818,4.187919,4.17E+00,,,,
0.819,4.194629,4.18E+00,,,,
0.82,4.201309,4.18E+00,,,,
0.821,4.208037,4.18E+00,,,,
0.822,4.214736,4.18E+00,,,,
0.823,4.221432,4.19E+00,,,,
0.824,4.228126,4.19E+00,,,,
0.825,4.234819,4.20E+00,,,,
0.826,4.241511,4.20E+00,,,,
0.827,4.248197,4.20E+00,,,,
0.828,4.254886,4.20E+00,,,,
0.829,4.261574,4.21E+00,,,,
0.83,4.268253,4.22E+00,,,,
0.831,4.274947,4.22E+00,,,,
0.832,4.28164,4.23E+00,,,,
0.833,4.288331,4.24E+00,,,,
0.834,4.295028,4.24E+00,,,,
0.835,4.301729,4.25E+00,,,,
0.836,4.308432,4.26E+00,,,,
0.837,4.315141,4.27E+00,,,,
0.838,4.32185,4.27E+00,,,,
0.839,4.328562,4.28E+00,,,,
0.84,4.335277,4.29E+00,,,,
0.841,4.341993,4.30E+00,,,,
0.842,4.348714,4.30E+00,,,,
0.843,4.355436,4.31E+00,,,,
0.844,4.362161,4.32E+00,,,,
0.845,4.368889,4.32E+00,,,,
0.846,4.37562,4.33E+00,,,,
0.847,4.382352,4.34E+00,,,,
0.848,4.389103,4.34E+00,,,,
0.849,4.395841,4.35E+00,,,,
0.85,4.402584,4.35E+00,,,,
0.851,4.409328,4.36E+00,,,,
0.852,4.416071,4.37E+00,,,,
0.853,4.422816,4.37E+00,,,,
0.854,4.429569,4.38E+00,,,,
0.855,4.436329,4.39E+00,,,,
0.856,4.443094,4.40E+00,,,,
0.857,4.449867,4.41E+00,,,,
0.858,4.45664,4.42E+00,,,,
0.859,4.463412,4.39E+00,,,,
0.86,4.47019,4.43E+00,,,,
0.861,4.47697,4.44E+00,,,,
0.862,4.483751,4.45E+00,,,,
0.863,4.490535,4.46E+00,,,,
0.864,4.497321,4.46E+00,,,,
0.865,4.504109,4.47E+00,,,,
0.866,4.510906,4.48E+00,,,,
0.867,4.517707,4.49E+00,,,,
0.868,4.524517,4.50E+00,,,,
0.869,4.531333,4.50E+00,,,,
0.87,4.538154,4.51E+00,,,,
0.871,4.544983,4.51E+00,,,,
0.872,4.551817,4.52E+00,,,,
0.873,4.558656,4.52E+00,,,,
0.874,4.565501,4.53E+00,,,,
0.875,4.572349,4.54E+00,,,,
0.876,4.5792,4.54E+00,,,,
0.877,4.586056,4.54E+00,,,,
0.878,4.592918,4.55E+00,,,,
0.879,4.599784,4.55E+00,,,,
0.88,4.606702,4.57E+00,,,,
0.881,4.61358,4.58E+00,,,,
0.882,4.620457,4.58E+00,,,,
0.883,4.627338,4.59E+00,,,,
0.884,4.634215,4.59E+00,,,,
0.885,4.641096,4.60E+00,,,,
0.886,4.647976,4.60E+00,,,,
0.887,4.654857,4.61E+00,,,,
0.888,4.661739,4.62E+00,,,,
0.889,4.668619,4.62E+00,,,,
0.89,4.675501,4.63E+00,,,,
0.891,4.682385,4.64E+00,,,,
0.892,4.689273,4.65E+00,,,,
0.893,4.696162,4.66E+00,,,,
0.894,4.703056,4.67E+00,,,,
0.895,4.709956,4.68E+00,,,,
0.896,4.716864,4.69E+00,,,,
0.897,4.723778,4.69E+00,,,,
0.898,4.730696,4.70E+00,,,,
0.899,4.737618,4.71E+00,,,,
0.9,4.744537,4.72E+00,,,,
0.901,4.751454,4.72E+00,,,,
0.902,4.758374,4.72E+00,,,,
0.903,4.765299,4.73E+00,,,,
0.904,4.772222,4.74E+00,,,,
0.905,4.779147,4.75E+00,,,,
0.906,4.78607,4.74E+00,,,,
0.907,4.793008,4.76E+00,,,,
0.908,4.799946,4.77E+00,,,,
0.909,4.806886,4.77E+00,,,,
0.91,4.813821,4.78E+00,,,,
0.911,4.820755,4.79E+00,,,,
0.912,4.827686,4.80E+00,,,,
0.913,4.834617,4.81E+00,,,,
0.914,4.841549,4.82E+00,,,,
0.915,4.84848,4.82E+00,,,,
0.916,4.85541,4.83E+00,,,,
0.917,4.862348,4.84E+00,,,,
0.918,4.869285,4.85E+00,,,,
0.919,4.876223,4.86E+00,,,,
0.92,4.883161,4.88E+00,,,,
0.921,4.890101,4.88E+00,,,,
0.922,4.897051,4.89E+00,,,,
0.923,4.904006,4.90E+00,,,,
0.924,4.910966,4.91E+00,,,,
0.925,4.917929,4.91E+00,,,,
0.926,4.924894,4.92E+00,,,,
0.927,4.931864,4.92E+00,,,,
0.928,4.938841,4.93E+00,,,,
0.929,4.94582,4.94E+00,,,,
0.93,4.952804,4.94E+00,,,,
0.931,4.959792,4.95E+00,,,,
0.932,4.966784,4.96E+00,,,,
0.933,4.973782,4.96E+00,,,,
0.934,4.980782,4.97E+00,,,,
0.935,4.987784,4.98E+00,,,,
0.936,4.994786,4.98E+00,,,,
0.937,5.001787,4.99E+00,,,,
0.938,5.00879,5.00E+00,,,,
0.939,5.015796,5.00E+00,,,,
0.94,5.022803,5.01E+00,,,,
0.941,5.029814,5.02E+00,,,,
0.942,5.03683,5.02E+00,,,,
0.943,5.043846,5.03E+00,,,,
0.944,5.050863,5.04E+00,,,,
0.945,5.05788,5.04E+00,,,,
0.946,5.064898,5.05E+00,,,,
0.947,5.071916,5.05E+00,,,,
0.948,5.078934,5.06E+00,,,,
0.949,5.085955,5.07E+00,,,,
0.95,5.092975,5.08E+00,,,,
0.951,5.099991,5.09E+00,,,,
0.952,5.107006,5.10E+00,,,,
0.953,5.11402,5.11E+00,,,,
0.954,5.121033,5.12E+00,,,,
0.955,5.128046,5.13E+00,,,,
0.956,5.135055,5.14E+00,,,,
0.957,5.14207,5.15E+00,,,,
0.958,5.149081,5.15E+00,,,,
0.959,5.156094,5.16E+00,,,,
0.96,5.163109,5.17E+00,,,,
0.961,5.170125,5.18E+00,,,,
0.962,5.177141,5.19E+00,,,,
0.963,5.184157,5.20E+00,,,,
0.964,5.191174,5.21E+00,,,,
0.965,5.198194,5.21E+00,,,,
0.966,5.205212,5.22E+00,,,,
0.967,5.21223,5.22E+00,,,,
0.968,5.219246,5.23E+00,,,,
0.969,5.226255,5.23E+00,,,,
0.97,5.233275,5.24E+00,,,,
0.971,5.240291,5.24E+00,,,,
0.972,5.247303,5.25E+00,,,,
0.973,5.254312,5.25E+00,,,,
0.974,5.261328,5.26E+00,,,,
0.975,5.268341,5.27E+00,,,,
0.976,5.275359,5.28E+00,,,,
0.977,5.282377,5.28E+00,,,,
0.978,5.289397,5.29E+00,,,,
0.979,5.296413,5.29E+00,,,,
0.98,5.303433,5.30E+00,,,,
0.981,5.310455,5.30E+00,,,,
0.982,5.317477,5.31E+00,,,,
0.983,5.324497,5.31E+00,,,,
0.984,5.331511,5.32E+00,,,,
0.985,5.338519,5.32E+00,,,,
0.986,5.345529,5.33E+00,,,,
0.987,5.352539,5.34E+00,,,,
0.988,5.359551,5.34E+00,,,,
0.989,5.366564,5.35E+00,,,,
0.99,5.37358,5.36E+00,,,,
0.991,5.380595,5.36E+00,,,,
0.992,5.387607,5.37E+00,,,,
0.993,5.394619,5.38E+00,,,,
0.994,5.40163,5.38E+00,,,,
0.995,5.408643,5.39E+00,,,,
0.996,5.415658,5.40E+00,,,,
0.997,5.422675,5.41E+00,,,,
0.998,5.429706,5.42E+00,,,,
0.999,5.436728,5.43E+00,,,,
1,5.443751,5.43E+00,,,,
1.001,5.450771,5.44E+00,,,,
1.002,5.457788,5.45E+00,,,,
1.003,5.464806,5.46E+00,,,,
1.004,5.47182,5.45E+00,,,,
1.005,5.478839,5.45E+00,,,,
1.006,5.485859,5.46E+00,,,,
1.007,5.49288,5.46E+00,,,,
1.008,5.499904,5.46E+00,,,,
1.009,5.506929,5.46E+00,,,,
1.01,5.513956,5.47E+00,,,,
1.011,5.520989,5.50E+00,,,,
1.012,5.528017,5.51E+00,,,,
1.013,5.53504,5.52E+00,,,,
1.014,5.542062,5.53E+00,,,,
1.015,5.549085,5.53E+00,,,,
1.016,5.556109,5.54E+00,,,,
1.017,5.56313,5.55E+00,,,,
1.018,5.570148,5.56E+00,,,,
1.019,5.577164,5.57E+00,,,,
1.02,5.584177,5.58E+00,,,,
1.021,5.591186,5.59E+00,,,,
1.022,5.598192,5.60E+00,,,,
1.023,5.605199,5.60E+00,,,,
1.024,5.612206,5.61E+00,,,,
1.025,5.619209,5.62E+00,,,,
1.026,5.626213,5.62E+00,,,,
1.027,5.63322,5.63E+00,,,,
1.028,5.640226,5.63E+00,,,,
1.029,5.647233,5.64E+00,,,,
1.03,5.654242,5.65E+00,,,,
1.031,5.661263,5.66E+00,,,,
1.032,5.668273,5.67E+00,,,,
1.033,5.675282,5.67E+00,,,,
1.034,5.682291,5.68E+00,,,,
1.035,5.689299,5.68E+00,,,,
1.036,5.696292,5.69E+00,,,,
1.037,5.703293,5.69E+00,,,,
1.038,5.710294,5.69E+00,,,,
1.039,5.717294,5.70E+00,,,,
1.04,5.724294,5.70E+00,,,,
1.041,5.731292,5.71E+00,,,,
1.042,5.73829,5.71E+00,,,,
1.043,5.745288,5.72E+00,,,,
1.044,5.752287,5.73E+00,,,,
1.045,5.759286,5.73E+00,,,,
1.046,5.766283,5.74E+00,,,,
1.047,5.773282,5.75E+00,,,,
1.048,5.780308,5.75E+00,,,,
1.049,5.787314,5.76E+00,,,,
1.05,5.794333,5.76E+00,,,,
1.051,5.801365,5.77E+00,,,,
1.052,5.808403,5.77E+00,,,,
1.053,5.815444,5.78E+00,,,,
1.054,5.822481,5.78E+00,,,,
1.055,5.829519,5.79E+00,,,,
1.056,5.836555,5.79E+00,,,,
1.057,5.843583,5.80E+00,,,,
1.058,5.850621,5.81E+00,,,,
1.059,5.857663,5.82E+00,,,,
1.06,5.864707,5.83E+00,,,,
1.061,5.871752,5.84E+00,,,,
1.062,5.878798,5.84E+00,,,,
1.063,5.885848,5.85E+00,,,,
1.064,5.8929,5.86E+00,,,,
1.065,5.899962,5.87E+00,,,,
1.066,5.907034,5.87E+00,,,,
1.067,5.914102,5.88E+00,,,,
1.068,5.921175,5.89E+00,,,,
1.069,5.928249,5.89E+00,,,,
1.07,5.935316,5.90E+00,,,,
1.071,5.942386,5.91E+00,,,,
1.072,5.949461,5.91E+00,,,,
1.073,5.956539,5.92E+00,,,,
1.074,5.963608,5.93E+00,,,,
1.075,5.970679,5.94E+00,,,,
1.076,5.977758,5.94E+00,,,,
1.077,5.984847,5.95E+00,,,,
1.078,5.991934,5.95E+00,,,,
1.079,5.999021,5.96E+00,,,,
1.08,6.006104,5.97E+00,,,,
1.081,6.013189,5.97E+00,,,,
1.082,6.020273,5.98E+00,,,,
1.083,6.027356,5.99E+00,,,,
1.084,6.034439,6.00E+00,,,,
1.085,6.041519,6.01E+00,,,,
1.086,6.048597,6.02E+00,,,,
1.087,6.055671,6.03E+00,,,,
1.088,6.062747,6.04E+00,,,,
1.089,6.069822,6.04E+00,,,,
1.09,6.076903,6.05E+00,,,,
1.091,6.083978,6.05E+00,,,,
1.092,6.091077,6.06E+00,,,,
1.093,6.098106,6.07E+00,,,,
1.094,6.105168,6.08E+00,,,,
1.095,6.112225,6.08E+00,,,,
1.096,6.119278,6.09E+00,,,,
1.097,6.126328,6.10E+00,,,,
1.098,6.133377,6.10E+00,,,,
1.099,6.140425,6.11E+00,,,,
1.1,6.147469,6.11E+00,,,,
1.101,6.154526,6.12E+00,,,,
1.102,6.161586,6.13E+00,,,,
1.103,6.168624,6.14E+00,,,,
1.104,6.175655,6.14E+00,,,,
1.105,6.18269,6.15E+00,,,,
1.106,6.189718,6.16E+00,,,,
1.107,6.196763,6.17E+00,,,,
1.108,6.203786,6.17E+00,,,,
1.109,6.210807,6.18E+00,,,,
1.11,6.217862,6.19E+00,,,,
1.111,6.224862,6.19E+00,,,,
1.112,6.231884,6.20E+00,,,,
1.113,6.238896,6.21E+00,,,,
1.114,6.245877,6.21E+00,,,,
1.115,6.25291,6.22E+00,,,,
1.116,6.259914,6.22E+00,,,,
1.117,6.266888,6.23E+00,,,,
1.118,6.273958,6.24E+00,,,,
1.119,6.280945,6.25E+00,,,,
1.12,6.287929,6.26E+00,,,,
1.121,6.294944,6.27E+00,,,,
1.122,6.302003,6.28E+00,,,,
1.123,6.308968,6.29E+00,,,,
1.124,6.315977,6.30E+00,,,,
1.125,6.322993,6.31E+00,,,,
1.126,6.329976,6.32E+00,,,,
1.127,6.337038,6.33E+00,,,,
1.128,6.343993,6.34E+00,,,,
1.129,6.351012,6.34E+00,,,,
1.13,6.358026,6.35E+00,,,,
1.131,6.364992,6.36E+00,,,,
1.132,6.372026,6.37E+00,,,,
1.133,6.379012,6.37E+00,,,,
1.134,6.386027,6.38E+00,,,,
1.135,6.393058,6.39E+00,,,,
1.136,6.400023,6.39E+00,,,,
1.137,6.407022,6.40E+00,,,,
1.138,6.414031,6.41E+00,,,,
1.139,6.42102,6.41E+00,,,,
1.14,6.428014,6.42E+00,,,,
1.141,6.43501,6.43E+00,,,,
1.142,6.442006,6.43E+00,,,,
1.143,6.448999,6.44E+00,,,,
1.144,6.455989,6.45E+00,,,,
1.145,6.462978,6.45E+00,,,,
1.146,6.469965,6.46E+00,,,,
1.147,6.476949,6.46E+00,,,,
1.148,6.483931,6.47E+00,,,,
