time_n,cent_xn,ave_xn,time_e,back_xe,front_xe,ave_xe
0.026000000,0.001085945,-0.0522105,1.80,7.220011994,6.95850941,7.089260702
0.027000000,0.001232003,-0.048641,,,,
0.028000000,0.001399582,-0.0198285,,,,
0.029000000,0.00156933,-0.018337,,,,
0.030000000,0.001752354,-0.0189425,,,,
0.031000000,0.001939007,-0.0169855,,,,
0.032000000,0.002153263,-0.01516,,,,
0.033000000,0.002261581,-0.0120435,,,,
0.034000000,0.00248913,-0.0099685,,,,
0.035000000,0.002729012,-0.0089075,,,,
0.036000000,0.0029777,-0.0077155,,,,
0.037000000,0.00323447,-0.008108,,,,
0.038000000,0.003502799,-0.005914,,,,
0.039000000,0.003766178,-0.001915,,,,
0.040000000,0.004031605,-0.001618,,,,
0.041000000,0.004309727,0.0019275,,,,
0.042000000,0.004580076,0.000958,,,,
0.043000000,0.0048417,0.004949,,,,
0.044000000,0.005105934,0.0057395,,,,
0.045000000,0.005369071,0.005446,,,,
0.046000000,0.005616436,0.006853,,,,
0.047000000,0.005863702,0.009575,,,,
0.048000000,0.006102195,0.0091165,,,,
0.049000000,0.006344761,0.0090345,,,,
0.050000000,0.006595323,0.005886,,,,
0.051000000,0.006838027,0.0042245,,,,
0.052000000,0.007101366,0.002088,,,,
0.053000000,0.007374775,-0.0009835,,,,
0.054000000,0.007643808,-0.0043985,,,,
0.055000000,0.007920471,-0.0078045,,,,
0.056000000,0.008205171,-0.0094755,,,,
0.057000000,0.00849556,-0.01161,,,,
0.058000000,0.008796486,-0.012959,,,,
0.059000000,0.009095468,-0.0126785,,,,
0.060000000,0.009405233,-0.014501,,,,
0.061000000,0.009724776,-0.016602,,,,
0.062000000,0.01004268,-0.0161325,,,,
0.063000000,0.01037582,-0.015182,,,,
0.064000000,0.01072765,-0.0129905,,,,
0.065000000,0.0110821,-0.0104245,,,,
0.066000000,0.01145233,-0.010955,,,,
0.067000000,0.01184289,-0.0107535,,,,
0.068000000,0.01221896,-0.008475,,,,
0.069000000,0.01260074,-0.005964,,,,
0.070000000,0.01298563,-0.00511,,,,
0.071000000,0.01336564,-0.003936,,,,
0.072000000,0.01375639,-0.0003785,,,,
0.073000000,0.01414778,0.0005765,,,,
0.074000000,0.01453117,-0.002599,,,,
0.075000000,0.01494653,-0.004706,,,,
0.076000000,0.01530691,-0.0089815,,,,
0.077000000,0.01571003,-0.0117805,,,,
0.078000000,0.01611465,-0.0166645,,,,
0.079000000,0.01650019,-0.0205525,,,,
0.080000000,0.0168914,-0.0204185,,,,
0.081000000,0.01728143,-0.0177095,,,,
0.082000000,0.01766425,-0.0208925,,,,
0.083000000,0.01805598,-0.0220285,,,,
0.084000000,0.01844404,-0.0229905,,,,
0.085000000,0.01883136,-0.029357,,,,
0.086000000,0.01923432,-0.0344255,,,,
0.087000000,0.01964431,-0.036121,,,,
0.088000000,0.02006361,-0.0318465,,,,
0.089000000,0.02050869,-0.0290555,,,,
0.090000000,0.02095397,-0.0270865,,,,
0.091000000,0.02140728,-0.027661,,,,
0.092000000,0.02187249,-0.0267625,,,,
0.093000000,0.02235625,-0.0216625,,,,
0.094000000,0.0228353,-0.0182055,,,,
0.095000000,0.02331763,-0.0146365,,,,
0.096000000,0.02380371,-0.01029,,,,
0.097000000,0.02430875,-0.004881,,,,
0.098000000,0.02483177,-0.0008155,,,,
0.099000000,0.02534947,0.0036075,,,,
0.100000000,0.02586032,0.004885,,,,
0.101000000,0.02636342,0.005683,,,,
0.102000000,0.02690563,0.006298,,,,
0.103000000,0.02747646,0.004801,,,,
0.104000000,0.02801055,0.0039915,,,,
0.105000000,0.02854874,0.008273,,,,
0.106000000,0.02909419,0.0088025,,,,
0.107000000,0.02961845,0.006861,,,,
0.108000000,0.03015994,0.003308,,,,
0.109000000,0.03070002,0.003256,,,,
0.110000000,0.03122804,0.0091365,,,,
0.111000000,0.03180525,0.0102905,,,,
0.112000000,0.03235182,0.0126115,,,,
0.113000000,0.03291283,0.0104745,,,,
0.114000000,0.03352148,0.007924,,,,
0.115000000,0.03409205,0.0094265,,,,
0.116000000,0.03466762,0.0117525,,,,
0.117000000,0.03524858,0.0138255,,,,
0.118000000,0.03583293,0.0169125,,,,
0.119000000,0.03645583,0.0204975,,,,
0.120000000,0.0370407,0.0258345,,,,
0.121000000,0.03766764,0.0271305,,,,
0.122000000,0.03828392,0.027076,,,,
0.123000000,0.03892829,0.026987,,,,
0.124000000,0.03956677,0.030331,,,,
0.125000000,0.04022483,0.0263175,,,,
0.126000000,0.04089257,0.02648,,,,
0.127000000,0.04157153,0.0287645,,,,
0.128000000,0.04226061,0.027046,,,,
0.129000000,0.04295888,0.0271935,,,,
0.130000000,0.04366341,0.029937,,,,
0.131000000,0.04437163,0.029102,,,,
0.132000000,0.04507565,0.029839,,,,
0.133000000,0.04579559,0.0301415,,,,
0.134000000,0.04652071,0.0315665,,,,
0.135000000,0.04725105,0.031815,,,,
0.136000000,0.04800457,0.033706,,,,
0.137000000,0.04874639,0.037115,,,,
0.138000000,0.04949739,0.0387475,,,,
0.139000000,0.05024173,0.040873,,,,
0.140000000,0.05100027,0.042657,,,,
0.141000000,0.05175156,0.043451,,,,
0.142000000,0.0524982,0.044307,,,,
0.143000000,0.05325123,0.0470885,,,,
0.144000000,0.0540066,0.048032,,,,
0.145000000,0.05476929,0.045854,,,,
0.146000000,0.05554213,0.046279,,,,
0.147000000,0.05631632,0.045752,,,,
0.148000000,0.0571005,0.045661,,,,
0.149000000,0.05786194,0.0476005,,,,
0.150000000,0.05863919,0.048741,,,,
0.151000000,0.0593954,0.051476,,,,
0.152000000,0.0601716,0.054499,,,,
0.153000000,0.06094565,0.056391,,,,
0.154000000,0.06173195,0.0573935,,,,
0.155000000,0.06250033,0.05689,,,,
0.156000000,0.06328475,0.0569315,,,,
0.157000000,0.06407451,0.057044,,,,
0.158000000,0.06487118,0.055792,,,,
0.159000000,0.06567746,0.056958,,,,
0.160000000,0.0664961,0.0570535,,,,
0.161000000,0.06733299,0.0565045,,,,
0.162000000,0.06815187,0.0578685,,,,
0.163000000,0.06898752,0.057616,,,,
0.164000000,0.0698384,0.0568315,,,,
0.165000000,0.07068072,0.0568385,,,,
0.166000000,0.07150727,0.0570175,,,,
0.167000000,0.07238199,0.057631,,,,
0.168000000,0.07322483,0.06177,,,,
0.169000000,0.07413007,0.0642235,,,,
0.170000000,0.07496671,0.0653935,,,,
0.171000000,0.07583175,0.065638,,,,
0.172000000,0.07668449,0.066291,,,,
0.173000000,0.0775281,0.068883,,,,
0.174000000,0.07840496,0.069549,,,,
0.175000000,0.07926137,0.0713545,,,,
0.176000000,0.08012203,0.070632,,,,
0.177000000,0.08098507,0.06877,,,,
0.178000000,0.08182266,0.0690245,,,,
0.179000000,0.08270113,0.070223,,,,
0.180000000,0.08359483,0.069812,,,,
0.181000000,0.08445027,0.0696,,,,
0.182000000,0.08536957,0.0692045,,,,
0.183000000,0.08626158,0.0668705,,,,
0.184000000,0.08715586,0.066358,,,,
0.185000000,0.08805821,0.066949,,,,
0.186000000,0.08895284,0.067406,,,,
0.187000000,0.08984356,0.067222,,,,
0.188000000,0.09078959,0.0682385,,,,
0.189000000,0.09170937,0.0692195,,,,
0.190000000,0.09263466,0.0696805,,,,
0.191000000,0.09356301,0.069835,,,,
0.192000000,0.09449759,0.0713385,,,,
0.193000000,0.09543985,0.072147,,,,
0.194000000,0.09638922,0.073405,,,,
0.195000000,0.09734991,0.0725405,,,,
0.196000000,0.09831758,0.0731345,,,,
0.197000000,0.09929441,0.0753585,,,,
0.198000000,0.1002797,0.0774125,,,,
0.199000000,0.1012725,0.0772275,,,,
0.200000000,0.1022664,0.0754535,,,,
0.201000000,0.1032608,0.0754255,,,,
0.202000000,0.1042559,0.074807,,,,
0.203000000,0.1052566,0.0761535,,,,
0.204000000,0.1062648,0.0752145,,,,
0.205000000,0.1072754,0.0749385,,,,
0.206000000,0.1082888,0.0761065,,,,
0.207000000,0.1093071,0.0785685,,,,
0.208000000,0.1103255,0.078961,,,,
0.209000000,0.1113115,0.079701,,,,
0.210000000,0.1123692,0.0813245,,,,
0.211000000,0.1133971,0.083268,,,,
0.212000000,0.114394,0.0854675,,,,
0.213000000,0.1153988,0.0878045,,,,
0.214000000,0.1164906,0.090408,,,,
0.215000000,0.1175212,0.0921105,,,,
0.216000000,0.1186276,0.094826,,,,
0.217000000,0.119688,0.0996345,,,,
0.218000000,0.1207634,0.1013815,,,,
0.219000000,0.1218141,0.1028715,,,,
0.220000000,0.1229011,0.104246,,,,
0.221000000,0.1239531,0.105041,,,,
0.222000000,0.1250673,0.105398,,,,
0.223000000,0.1261541,0.106326,,,,
0.224000000,0.1272498,0.1054185,,,,
0.225000000,0.1283361,0.105417,,,,
0.226000000,0.1294053,0.1062455,,,,
0.227000000,0.1305602,0.1049515,,,,
0.228000000,0.1316907,0.103308,,,,
0.229000000,0.1328422,0.1081815,,,,
0.230000000,0.1339463,0.111947,,,,
0.231000000,0.1350887,0.1149985,,,,
0.232000000,0.1362951,0.114419,,,,
0.233000000,0.1374216,0.1167785,,,,
0.234000000,0.1386177,0.1191285,,,,
0.235000000,0.139815,0.1178815,,,,
0.236000000,0.1409876,0.121553,,,,
0.237000000,0.1421631,0.1237875,,,,
0.238000000,0.1433993,0.126088,,,,
0.239000000,0.144621,0.127164,,,,
0.240000000,0.1458559,0.1260235,,,,
0.241000000,0.1471023,0.127884,,,,
0.242000000,0.1483864,0.129079,,,,
0.243000000,0.1496495,0.129485,,,,
0.244000000,0.150926,0.1319175,,,,
0.245000000,0.1522157,0.1362475,,,,
0.246000000,0.1535145,0.133975,,,,
0.247000000,0.1548144,0.133677,,,,
0.248000000,0.1561268,0.1381855,,,,
0.249000000,0.1574448,0.139385,,,,
0.250000000,0.1587422,0.1402975,,,,
0.251000000,0.1601057,0.1436985,,,,
0.252000000,0.1614495,0.1453155,,,,
0.253000000,0.1628167,0.147884,,,,
0.254000000,0.1640704,0.1501355,,,,
0.255000000,0.1654706,0.152582,,,,
0.256000000,0.1668392,0.154453,,,,
0.257000000,0.1681516,0.153617,,,,
0.258000000,0.1695903,0.1528195,,,,
0.259000000,0.1709512,0.1537415,,,,
0.260000000,0.1723474,0.149519,,,,
0.261000000,0.1737311,0.139917,,,,
0.262000000,0.1750366,0.131013,,,,
0.263000000,0.1765081,0.114856,,,,
0.264000000,0.1778594,0.1133455,,,,
0.265000000,0.1792641,0.114527,,,,
0.266000000,0.1806724,0.1056885,,,,
0.267000000,0.1820663,0.102508,,,,
0.268000000,0.1836347,0.156546,,,,
0.269000000,0.1850783,0.1563155,,,,
0.270000000,0.1865309,0.156379,,,,
0.271000000,0.1879919,0.1567415,,,,
0.272000000,0.1894564,0.1580885,,,,
0.273000000,0.1909298,0.1600265,,,,
0.274000000,0.1924091,0.1598135,,,,
0.275000000,0.193896,0.1630285,,,,
0.276000000,0.1953862,0.1639235,,,,
0.277000000,0.1968816,0.166627,,,,
0.278000000,0.1983803,0.1700055,,,,
0.279000000,0.1998519,0.172848,,,,
0.280000000,0.2013888,0.174486,,,,
0.281000000,0.2029041,0.175347,,,,
0.282000000,0.2044233,0.1765795,,,,
0.283000000,0.2058699,0.176554,,,,
0.284000000,0.2074063,0.1789065,,,,
0.285000000,0.2089506,0.1807025,,,,
0.286000000,0.2105002,0.181275,,,,
0.287000000,0.2120342,0.1831055,,,,
0.288000000,0.2135859,0.1862125,,,,
0.289000000,0.2151232,0.1891705,,,,
0.290000000,0.2167067,0.1888455,,,,
0.291000000,0.2182662,0.189525,,,,
0.292000000,0.2198301,0.1919665,,,,
0.293000000,0.2213978,0.1942205,,,,
0.294000000,0.2229702,0.1970295,,,,
0.295000000,0.2245518,0.1987685,,,,
0.296000000,0.2261394,0.1988805,,,,
0.297000000,0.2277308,0.198635,,,,
0.298000000,0.2293329,0.200726,,,,
0.299000000,0.2309442,0.202708,,,,
0.300000000,0.2325658,0.202048,,,,
0.301000000,0.2341932,0.2049125,,,,
0.302000000,0.2358242,0.2083905,,,,
0.303000000,0.2374859,0.210543,,,,
0.304000000,0.2391091,0.2164385,,,,
0.305000000,0.2407878,0.2189745,,,,
0.306000000,0.2424326,0.220487,,,,
0.307000000,0.2441033,0.22356,,,,
0.308000000,0.2457785,0.2275975,,,,
0.309000000,0.2474553,0.2289905,,,,
0.310000000,0.2491382,0.230857,,,,
0.311000000,0.2508116,0.231751,,,,
0.312000000,0.2525518,0.2318205,,,,
0.313000000,0.2541018,0.231114,,,,
0.314000000,0.2558867,0.23607,,,,
0.315000000,0.257552,0.239388,,,,
0.316000000,0.2593186,0.2432375,,,,
0.317000000,0.2610369,0.247757,,,,
0.318000000,0.2627116,0.2504495,,,,
0.319000000,0.2644855,0.253784,,,,
0.320000000,0.2662146,0.2567955,,,,
0.321000000,0.2679517,0.2590315,,,,
0.322000000,0.2696932,0.260475,,,,
0.323000000,0.2714371,0.263205,,,,
0.324000000,0.2731794,0.265126,,,,
0.325000000,0.2749267,0.2661105,,,,
0.326000000,0.2766817,0.267839,,,,
0.327000000,0.2784416,0.267854,,,,
0.328000000,0.2802082,0.2694415,,,,
0.329000000,0.2819824,0.2715995,,,,
0.330000000,0.2837643,0.2728155,,,,
0.331000000,0.2855515,0.2744665,,,,
0.332000000,0.287339,0.277764,,,,
0.333000000,0.2891253,0.279528,,,,
0.334000000,0.2908792,0.282249,,,,
0.335000000,0.2927105,0.284973,,,,
0.336000000,0.29451,0.288167,,,,
0.337000000,0.2963163,0.2892725,,,,
0.338000000,0.2981277,0.2926255,,,,
0.339000000,0.2999207,0.296771,,,,
0.340000000,0.3017573,0.2997605,,,,
0.341000000,0.3035769,0.30222,,,,
0.342000000,0.3053482,0.3054265,,,,
0.343000000,0.3072169,0.3070445,,,,
0.344000000,0.3090183,0.3060915,,,,
0.345000000,0.3108664,0.310492,,,,
0.346000000,0.3126913,0.317968,,,,
0.347000000,0.3144764,0.32164605,,,,
0.348000000,0.3163174,0.32337615,,,,
0.349000000,0.3181662,0.32323885,,,,
0.350000000,0.3199925,0.32409215,,,,
0.351000000,0.3218243,0.3288831,,,,
0.352000000,0.3236571,0.33314375,,,,
0.353000000,0.3254967,0.336425,,,,
0.354000000,0.3273377,0.3372658,,,,
0.355000000,0.3291224,0.3480258,,,,
0.356000000,0.3310286,0.33531185,,,,
0.357000000,0.3328899,0.3375506,,,,
0.358000000,0.33469,0.3434486,,,,
0.359000000,0.3366193,0.35022595,,,,
0.360000000,0.3384893,0.35376675,,,,
0.361000000,0.3403617,0.3545021,,,,
0.362000000,0.3422329,0.3580064,,,,
0.363000000,0.3441076,0.35797075,,,,
0.364000000,0.3459766,0.36072065,,,,
0.365000000,0.3478161,0.3617626,,,,
0.366000000,0.3496916,0.36368605,,,,
0.367000000,0.3515507,0.36524805,,,,
0.368000000,0.3534359,0.36631385,,,,
0.369000000,0.3552911,0.37560175,,,,
0.370000000,0.3572135,0.3700117,,,,
0.371000000,0.3590882,0.36873785,,,,
0.372000000,0.3609353,0.37280215,,,,
0.373000000,0.3628156,0.37192335,,,,
0.374000000,0.364665,0.3740215,,,,
0.375000000,0.3666111,0.3770337,,,,
0.376000000,0.3685001,0.3792208,,,,
0.377000000,0.3703905,0.3826157,,,,
0.378000000,0.3722844,0.38541525,,,,
0.379000000,0.3741833,0.38773805,,,,
0.380000000,0.3760831,0.39063655,,,,
0.381000000,0.3779554,0.39096035,,,,
0.382000000,0.3799175,0.3904298,,,,
0.383000000,0.3818302,0.3880203,,,,
0.384000000,0.3837461,0.38952505,,,,
0.385000000,0.385667,0.39334375,,,,
0.386000000,0.3875887,0.39627865,,,,
0.387000000,0.3894403,0.3971183,,,,
0.388000000,0.3914128,0.39811915,,,,
0.389000000,0.3933403,0.39924225,,,,
0.390000000,0.3952709,0.39993555,,,,
0.391000000,0.3971864,0.3993934,,,,
0.392000000,0.3991241,0.40011185,,,,
0.393000000,0.4010662,0.40147195,,,,
0.394000000,0.4030166,0.40126455,,,,
0.395000000,0.4049674,0.4079688,,,,
0.396000000,0.4069196,0.41200475,,,,
0.397000000,0.4088787,0.41388255,,,,
0.398000000,0.4108427,0.41673445,,,,
0.399000000,0.4128004,0.41942945,,,,
0.400000000,0.4147759,0.4204442,,,,
0.401000000,0.4167549,0.42132325,,,,
0.402000000,0.4187377,0.4192872,,,,
0.403000000,0.420723,0.41720815,,,,
0.404000000,0.4227003,0.4215474,,,,
0.405000000,0.424707,0.4250079,,,,
0.406000000,0.4267039,0.4227365,,,,
0.407000000,0.4287019,0.426513,,,,
0.408000000,0.43069,0.43030215,,,,
0.409000000,0.4326801,0.4344583,,,,
0.410000000,0.4346848,0.43660685,,,,
0.411000000,0.4367066,0.44009445,,,,
0.412000000,0.4387148,0.4459542,,,,
0.413000000,0.4407158,0.45218675,,,,
0.414000000,0.4427193,0.454547,,,,
0.415000000,0.4447368,0.45669495,,,,
0.416000000,0.4467588,0.4595313,,,,
0.417000000,0.4487818,0.4596574,,,,
0.418000000,0.4508079,0.4568885,,,,
0.419000000,0.4528344,0.4551656,,,,
0.420000000,0.4548557,0.45722375,,,,
0.421000000,0.4568671,0.4617503,,,,
0.422000000,0.4588814,0.46437445,,,,
0.423000000,0.460986,0.463681,,,,
0.424000000,0.4630743,0.46207385,,,,
0.425000000,0.4651139,0.4595274,,,,
0.426000000,0.4671215,0.45836265,,,,
0.427000000,0.4691878,0.4605711,,,,
0.428000000,0.471224,0.4652109,,,,
0.429000000,0.4732624,0.4685846,,,,
0.430000000,0.4753025,0.47369685,,,,
0.431000000,0.4773427,0.478195,,,,
0.432000000,0.4793325,0.481306,,,,
0.433000000,0.4814317,0.48253505,,,,
0.434000000,0.4834837,0.48608195,,,,
0.435000000,0.4855407,0.485721,,,,
0.436000000,0.4875988,0.48604955,,,,
0.437000000,0.4896618,0.4871833,,,,
0.438000000,0.4917283,0.489109,,,,
0.439000000,0.4937971,0.48989335,,,,
0.440000000,0.4958695,0.4913065,,,,
0.441000000,0.4979445,0.4916356,,,,
0.442000000,0.5000206,0.4948183,,,,
0.443000000,0.5020915,0.4990446,,,,
0.444000000,0.5041731,0.50360135,,,,
0.445000000,0.5062585,0.50735625,,,,
0.446000000,0.5083166,0.50806645,,,,
0.447000000,0.5104338,0.5086553,,,,
0.448000000,0.5125243,0.50623015,,,,
0.449000000,0.5146159,0.5092215,,,,
0.450000000,0.5167106,0.511359,,,,
0.451000000,0.518754,0.5124797,,,,
0.452000000,0.5208485,0.51135515,,,,
0.453000000,0.5229019,0.5138751,,,,
0.454000000,0.5250812,0.51864965,,,,
0.455000000,0.5271038,0.52314355,,,,
0.456000000,0.5292434,0.52664935,,,,
0.457000000,0.5313806,0.5297994,,,,
0.458000000,0.5334848,0.5275822,,,,
0.459000000,0.5355922,0.5287507,,,,
0.460000000,0.5376338,0.53080585,,,,
0.461000000,0.5397448,0.53433885,,,,
0.462000000,0.5418566,0.5362409,,,,
0.463000000,0.5439446,0.53121425,,,,
0.464000000,0.5460044,0.53217665,,,,
0.465000000,0.5482122,0.53113975,,,,
0.466000000,0.5503347,0.5334426,,,,
0.467000000,0.5524586,0.5353241,,,,
0.468000000,0.5545842,0.5362995,,,,
0.469000000,0.5566865,0.5405376,,,,
0.470000000,0.5588212,0.5455868,,,,
0.471000000,0.5609597,0.5489939,,,,
0.472000000,0.5630542,0.5513123,,,,
0.473000000,0.5652295,0.5532184,,,,
0.474000000,0.567367,0.55572365,,,,
0.475000000,0.5694572,0.56058055,,,,
0.476000000,0.5716162,0.5642618,,,,
0.477000000,0.5737854,0.566674,,,,
0.478000000,0.5758962,0.56481875,,,,
0.479000000,0.5780674,0.5670309,,,,
0.480000000,0.5802129,0.56891055,,,,
0.481000000,0.5823606,0.5682875,,,,
0.482000000,0.5845138,0.5700519,,,,
0.483000000,0.5866717,0.5706705,,,,
0.484000000,0.5888352,0.57296395,,,,
0.485000000,0.5910047,0.5750031,,,,
0.486000000,0.5931783,0.57680315,,,,
0.487000000,0.5953497,0.57637265,,,,
0.488000000,0.5975169,0.57638365,,,,
0.489000000,0.5995932,0.5787586,,,,
0.490000000,0.6017944,0.5822133,,,,
0.491000000,0.6039614,0.5841412,,,,
0.492000000,0.60613,0.58756675,,,,
0.493000000,0.6082687,0.5914724,,,,
0.494000000,0.610497,0.5955574,,,,
0.495000000,0.6125569,0.59869455,,,,
0.496000000,0.6148533,0.6020744,,,,
0.497000000,0.617033,0.6057018,,,,
0.498000000,0.6192124,0.60698885,,,,
0.499000000,0.6213579,0.6084053,,,,
0.500000000,0.6235646,0.60921345,,,,
0.501000000,0.6257394,0.60836135,,,,
0.502000000,0.627917,0.61022855,,,,
0.503000000,0.6300994,0.61163125,,,,
0.504000000,0.6322809,0.61477265,,,,
0.505000000,0.6344663,0.61707495,,,,
0.506000000,0.6366507,0.6167483,,,,
0.507000000,0.6388381,0.619565,,,,
0.508000000,0.6410232,0.62225155,,,,
0.509000000,0.6432084,0.6263032,,,,
0.510000000,0.645363,0.62770365,,,,
0.511000000,0.6475797,0.62719495,,,,
0.512000000,0.6497634,0.62921195,,,,
0.513000000,0.6519508,0.63146275,,,,
0.514000000,0.6541391,0.6347241,,,,
0.515000000,0.6562559,0.63950415,,,,
0.516000000,0.6584692,0.64126285,,,,
0.517000000,0.6606887,0.64195465,,,,
0.518000000,0.6628612,0.64369995,,,,
0.519000000,0.6651171,0.6448962,,,,
0.520000000,0.6673191,0.6468597,,,,
0.521000000,0.6694895,0.64986005,,,,
0.522000000,0.6717205,0.6565688,,,,
0.523000000,0.6739233,0.66102105,,,,
0.524000000,0.6761297,0.66544,,,,
0.525000000,0.6783371,0.66771595,,,,
0.526000000,0.680549,0.66902235,,,,
0.527000000,0.6827624,0.67071185,,,,
0.528000000,0.6849794,0.67504215,,,,
0.529000000,0.687166,0.6790993,,,,
0.530000000,0.6893569,0.6844532,,,,
0.531000000,0.6916216,0.6886065,,,,
0.532000000,0.6938381,0.69051425,,,,
0.533000000,0.6960556,0.69296105,,,,
0.534000000,0.6982733,0.69377525,,,,
0.535000000,0.7004913,0.69707245,,,,
0.536000000,0.7027089,0.6984688,,,,
0.537000000,0.7049258,0.70006665,,,,
0.538000000,0.7071365,0.70212855,,,,
0.539000000,0.7093492,0.70208665,,,,
0.540000000,0.7115606,0.7024628,,,,
0.541000000,0.713769,0.7042373,,,,
0.542000000,0.7159791,0.7072564,,,,
0.543000000,0.7181965,0.70972595,,,,
0.544000000,0.7204178,0.713539,,,,
0.545000000,0.722564,0.71642615,,,,
0.546000000,0.7248608,0.7187928,,,,
0.547000000,0.7270209,0.72069845,,,,
0.548000000,0.7292611,0.72387805,,,,
0.549000000,0.7313796,0.7257875,,,,
0.550000000,0.7336533,0.7281267,,,,
0.551000000,0.7358288,0.7301357,,,,
0.552000000,0.7380924,0.7325132,,,,
0.553000000,0.7402896,0.7347853,,,,
0.554000000,0.7425286,0.7363763,,,,
0.555000000,0.7447978,0.73911765,,,,
0.556000000,0.7469764,0.74180905,,,,
0.557000000,0.7492746,0.7427577,,,,
0.558000000,0.7513663,0.7424656,,,,
0.559000000,0.7536997,0.74354605,,,,
0.560000000,0.7559174,0.7454613,,,,
0.561000000,0.7581341,0.7471982,,,,
0.562000000,0.7603495,0.74952675,,,,
0.563000000,0.7625696,0.7537526,,,,
0.564000000,0.7647905,0.7555008,,,,
0.565000000,0.7670169,0.7558625,,,,
0.566000000,0.7691552,0.7565217,,,,
0.567000000,0.7713865,0.75982965,,,,
0.568000000,0.773653,0.76291235,,,,
0.569000000,0.7759061,0.76536005,,,,
0.570000000,0.7781764,0.76850445,,,,
0.571000000,0.7804054,0.77172525,,,,
0.572000000,0.7826325,0.77366225,,,,
0.573000000,0.7848631,0.7761804,,,,
0.574000000,0.7870933,0.77821255,,,,
0.575000000,0.789317,0.77935135,,,,
0.576000000,0.7915401,0.7790294,,,,
0.577000000,0.7937646,0.780617,,,,
0.578000000,0.7959907,0.7824809,,,,
0.579000000,0.7981872,0.78450665,,,,
0.580000000,0.800449,0.78616645,,,,
0.581000000,0.8026834,0.7877009,,,,
0.582000000,0.8049224,0.7917361,,,,
0.583000000,0.807088,0.7959296,,,,
0.584000000,0.8093959,0.79800795,,,,
0.585000000,0.8116417,0.8003118,,,,
0.586000000,0.8138918,0.8020838,,,,
0.587000000,0.8161138,0.80372895,,,,
0.588000000,0.8184022,0.8071505,,,,
0.589000000,0.8206604,0.81171775,,,,
0.590000000,0.8228909,0.81397415,,,,
0.591000000,0.8251569,0.81643705,,,,
0.592000000,0.8273811,0.81926975,,,,
0.593000000,0.8297321,0.82269195,,,,
0.594000000,0.8319757,0.82631945,,,,
0.595000000,0.8342562,0.82898915,,,,
0.596000000,0.8364933,0.8305096,,,,
0.597000000,0.8388239,0.8341018,,,,
0.598000000,0.8411367,0.8369333,,,,
0.599000000,0.8434166,0.83995195,,,,
0.600000000,0.8457,0.8424562,,,,
0.601000000,0.8479838,0.84547575,,,,
0.602000000,0.8502658,0.8480282,,,,
0.603000000,0.8525482,0.84965535,,,,
0.604000000,0.8548342,0.8533662,,,,
0.605000000,0.8571224,0.85674695,,,,
0.606000000,0.8594114,0.85958185,,,,
0.607000000,0.8616662,0.86276765,,,,
0.608000000,0.8639812,0.86526295,,,,
0.609000000,0.8662908,0.8660483,,,,
0.610000000,0.8685755,0.8677791,,,,
0.611000000,0.870859,0.86728815,,,,
0.612000000,0.8731454,0.8664067,,,,
0.613000000,0.875431,0.8649905,,,,
0.614000000,0.8777129,0.8658372,,,,
0.615000000,0.87996,0.8671259,,,,
