time,back,front,average
0,166.21,179.44,172.896
0.01668335,166.2355,179.5605,172.959
0.08341675,165.9115,179.1205,172.536
0.1001001,166.047,179.059,172.585
0.11678345,167.8395,179.5585,173.723
0.1334668,167.119,179.221,173.171
0.15015015,166.759,178.901,172.863
0.1668335,167.714,179.566,173.641
0.18351685,167.142,179.966,173.592
0.2002002,167.4535,179.7145,173.614
0.21688355,168.359,179.979,174.186
0.2335669,168.0775,180.1785,174.136
0.25025025,168.3375,180.5045,174.443
0.2669336,168.7515,180.7445,174.762
0.28361695,168.8525,180.6835,174.798
0.3003003,168.9425,180.9275,174.95
0.31698365,169.346,181.626,175.51
0.333667,169.6735,181.5305,175.616
0.35035035,169.9085,181.7155,175.815
0.3670337,170.3545,182.2235,176.297
0.38371705,170.621,182.425,176.542
0.4004004,170.8665,182.7075,176.793
0.41708375,171.258,183.092,177.186
0.4337671,171.572,183.414,177.501
0.45045045,171.894,183.65,177.78
0.4671338,172.2545,184.0415,178.153
0.48381715,172.6135,184.2945,178.46
0.500500501,172.954,184.616,178.799
0.517183851,173.3325,185.0975,179.245
0.533867201,173.6715,185.4165,179.559
0.550550551,174.116,185.85,180.007
0.567233901,174.5445,186.2675,180.429
0.583917251,174.9295,186.6805,180.818
0.600600601,175.3865,187.0375,181.224
0.617283951,175.8145,187.5135,181.663
0.633967301,176.3715,187.9365,182.146
0.650650651,176.7845,188.4215,182.593
0.667334001,177.264,188.874,183.049
0.684017351,177.7855,189.3305,183.543
0.700700701,178.2355,189.7725,184.02
0.717384051,178.7405,190.2355,184.498
0.734067401,179.229,190.777,185
0.750750751,179.7715,191.1925,185.501
0.767434101,180.22,191.752,185.997
0.784117451,180.7655,192.2445,186.526
0.800800801,181.331,192.795,187.083
0.817484151,181.8895,193.3105,187.62
0.834167501,182.4165,193.8895,188.172
0.850850851,183.014,194.418,188.715
0.867534201,183.6045,194.9915,189.318
0.884217551,184.184,195.544,189.881
0.900900901,184.8025,196.1175,190.488
0.917584251,185.391,196.677,191.066
0.934267601,185.9475,197.2505,191.609
0.950950951,186.5915,197.8625,192.244
0.967634301,187.1985,198.4515,192.845
0.984317651,187.7865,199.0675,193.429
1.001001001,188.437,199.669,194.057
1.017684351,189.0835,200.2845,194.681
1.034367701,189.749,200.897,195.313
1.051051051,190.352,201.524,195.927
1.067734401,190.9995,202.1565,196.568
1.084417751,191.6155,202.8245,197.209
1.101101101,192.315,203.419,197.847
1.117784451,192.991,204.077,198.524
1.134467801,193.69,204.72,199.186
1.151151151,194.3215,205.4005,199.82
1.167834501,195.053,206.097,200.549
1.184517851,195.719,206.787,201.222
1.201201201,196.43,207.446,201.905
1.217884551,197.1775,208.1005,202.624
1.234567901,197.8865,208.7915,203.322
1.251251251,198.514,209.454,203.963
1.267934601,199.246,210.186,204.713
1.284617951,199.956,210.892,205.397
1.301301301,200.7105,211.6335,206.15
1.317984651,201.422,212.25,206.802
1.334668001,202.2225,212.9515,207.576
1.351351351,202.973,213.709,208.344
1.368034701,203.6645,214.4275,209.056
1.384718051,204.385,215.167,209.774
1.401401401,205.127,215.937,210.526
1.418084751,205.9015,216.6465,211.265
1.434768101,206.6875,217.3605,212.03
1.451451451,207.505,218.111,212.807
1.468134801,208.151,218.863,213.491
1.484818151,208.8795,219.6425,214.258
1.501501502,209.727,220.363,215.031
1.518184852,210.461,221.105,215.756
1.534868202,211.2455,221.8125,216.497
1.551551552,212.046,222.584,217.266
1.568234902,212.809,223.331,218.007
1.584918252,213.58,224.136,218.792
1.601601602,214.3225,224.9375,219.566
1.618284952,215.133,225.647,220.314
1.634968302,215.9535,226.3505,221.061
1.651651652,216.7435,227.1365,221.874
1.668335002,217.4855,227.9125,222.631
1.685018352,218.2355,228.7385,223.428
1.701701702,219.0295,229.4925,224.204
1.718385052,219.805,230.263,225
1.735068402,220.6505,230.9895,225.796
1.751751752,221.4785,231.7855,226.614
1.768435102,222.239,232.565,227.405
1.785118452,222.9305,233.4015,228.17
1.801801802,223.8505,234.2155,229.04
1.818485152,224.6165,234.9455,229.802
1.835168502,225.4735,235.7125,230.6
1.851851852,226.2885,236.4915,231.415
1.868535202,227.045,237.331,232.232
1.885218552,227.7925,238.1355,233.001
1.901901902,228.602,238.888,233.794
1.918585252,229.433,239.651,234.596
1.935268602,230.233,240.395,235.353
1.951951952,231.107,241.195,236.183
1.968635302,231.816,242.016,236.951
