time,back,front,average
0.066666667,226.0389755,272.374757,249.2068662
0.133333333,226.7512141,273.6773609,250.2142875
0.2,227.4908197,275.0739505,251.2823851
0.266666667,228.7767768,276.7583128,252.7675448
0.333333333,230.3571989,277.86392,254.1105594
0.4,232.0360309,279.4193544,255.7276926
0.466666667,234.3671171,281.0036052,257.6853612
0.533333333,236.3301667,283.1443589,259.7372628
0.6,238.1036127,285.2039176,261.6537652
0.666666667,240.0675137,287.4421723,263.754843
0.733333333,242.5925469,289.778806,266.1856765
0.8,245.3981539,292.3027403,268.8504471
0.866666667,248.0167293,294.359474,271.1881017
0.933333333,251.0099192,297.1643087,274.087114
1,254.563036,300.2498154,277.4064257
1.066666667,257.8362889,303.4289683,280.6326286
1.133333333,261.0160202,306.1406849,283.5783526
1.2,263.9153025,309.8797976,286.8975501
1.266666667,267.8435089,313.1553902,290.4994496
1.333333333,271.3969078,316.61399,294.0054489
1.4,275.1385698,319.4206315,297.2796007
1.466666667,278.7858533,323.2559594,301.0209063
1.533333333,283.1818426,326.9042937,305.0430681
1.6,286.4564767,330.7396725,308.5980746
1.666666667,290.2899544,334.5722565,312.4311055
1.733333333,294.1232128,338.6868496,316.4050312
1.8,298.2390954,341.9598511,320.0994733
