time,back,front,average
0.066666667,37.57693779,64.3302849,50.95361135
0.133333333,39.51858088,65.11529852,52.3169397
0.2,42.43571067,67.49477597,54.96524332
0.266666667,45.86398925,70.48283237,58.17341081
0.333333333,49.66844119,73.5008632,61.5846522
0.4,53.37962061,77.10938078,65.2445007
0.466666667,58.14034627,81.20190173,69.671124
0.533333333,62.05753434,85.58990413,73.82371924
0.6,67.76170676,89.30745124,78.534579
0.666666667,73.38628066,94.45103647,83.91865856
0.733333333,79.00607067,98.73009765,88.86808416
0.8,84.05213088,104.1636691,94.10790001
0.866666667,89.38932344,110.1595521,99.77443779
0.933333333,95.48200295,114.7456418,105.1138224
1,101.8754393,119.9846503,110.9300448
1.066666667,107.0230487,125.4274792,116.225264
1.133333333,112.8331307,131.5220911,122.1776109
1.2,118.3613527,137.0375871,127.6994699
1.266666667,124.7532736,142.1858566,133.4695651
1.333333333,130.3655809,147.7234621,139.0445215
1.4,135.7881083,153.9997369,144.8939226
1.466666667,141.3094407,159.329812,150.3196264
1.533333333,147.6127595,164.6682076,156.1404835
1.6,152.7683543,170.5992198,161.6837871
1.666666667,158.1026977,176.3135893,167.2081435
